Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e4c0>>
Gaussian Function_2_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ea190>>
Gaussian Function_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ea370>>
Gaussian Function_2_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ea640>>
Gaussian Function_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ead60>>
Gaussian Function_2_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e07fac0>>
Gaussian Function_2_41,x*(x + sin(x)),tensor(0.2093),-13.263506461033762
Gaussian Function_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f062233a0>>
Gaussian Function_2_43,-tan(x),tensor(0.1608),-26.244150082339953
Gaussian Function_2_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223fd0>>
Gaussian Function_2_45,tanh(x)/3,tensor(0.2022),-14.56527302702592
Gaussian Function_2_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58453820>>
Gaussian Function_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fa00>>
Gaussian Function_2_48,sin(3*x),tensor(0.1562),-28.186347772169707
Gaussian Function_2_49,oo*x,tensor(0.),0
Gaussian Function_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5838b9d0>>
Gaussian Function_2_51,tan(x)**2,tensor(0.1956),-15.921198999484844
Gaussian Function_2_52,x*(x + sin(x)),tensor(0.2093),-13.263506461033762
Gaussian Function_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58453a30>>
Gaussian Function_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58453370>>
Gaussian Function_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58453790>>
Gaussian Function_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584537c0>>
Gaussian Function_2_57,x + cos(x) + 1,tensor(0.1431),-34.85579381208479
Gaussian Function_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58453850>>
Gaussian Function_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223a60>>
Gaussian Function_2_60,x**2 + 4*x + 1,tensor(0.0769),-143.2681881854337
Gaussian Function_2_61,2*x/3,tensor(0.1850),-18.414862481486814
Gaussian Function_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d29d0>>
Gaussian Function_2_63,sin(3*x),tensor(0.1562),-28.186347772169707
Gaussian Function_2_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2910>>
Gaussian Function_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06066340>>
Gaussian Function_2_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060665b0>>
Gaussian Function_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060662e0>>
Gaussian Function_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06066e50>>
Gaussian Function_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06066bb0>>
Gaussian Function_2_70,x**2*sin(5),tensor(0.1566),-27.986937601384263
Gaussian Function_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fa30>>
Gaussian Function_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846f790>>
Gaussian Function_2_73,x*(x + cos(3)),tensor(0.1871),-17.878439541924838
Gaussian Function_2_74,-x**2*cos(x),tensor(0.1685),-23.36059719857054
Gaussian Function_2_75,2*x + 2,tensor(0.1081),-67.03276514690994
Gaussian Function_2_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc419bf40>>
Gaussian Function_2_77,x**3 + 2,tensor(0.1334),-41.165302834847
Gaussian Function_2_78,x*atanh(3*x),tensor(0.),0
Gaussian Function_2_79,sin(x)**9,tensor(0.2073),-13.6260754643687
Gaussian Function_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b640>>
Gaussian Function_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5835ab80>>
Gaussian Function_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fee0>>
Gaussian Function_2_83,sin(x + 4)/3,tensor(0.1708),-22.555263777919542
Gaussian Function_2_84,2*cosh(x),tensor(0.1040),-73.23825425883732
Gaussian Function_2_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173fa0>>
Gaussian Function_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173d00>>
Gaussian Function_2_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173be0>>
Gaussian Function_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1738b0>>
Gaussian Function_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740610>>
Gaussian Function_2_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740670>>
Gaussian Function_2_91,x**2*tan(3),tensor(0.2001),-14.971405156170881
Gaussian Function_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583dfcd0>>
Gaussian Function_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583dfd90>>
Gaussian Function_2_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583df610>>
Gaussian Function_2_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583df8b0>>
Gaussian Function_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583df190>>
Gaussian Function_2_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583df100>>
Gaussian Function_2_98,-x*asinh(x),tensor(0.1585),-27.205282164054154
Gaussian Function_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2af0>>
Gaussian Function_2_100,x*(x + exp(x)),tensor(0.1556),-28.4434927584742
Gaussian Function_2_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583dfeb0>>
Gaussian Function_2_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740460>>
Gaussian Function_2_103,x/(x + 3),tensor(0.1930),-16.478734581250446
Gaussian Function_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc419b310>>
Gaussian Function_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2bb0>>
Gaussian Function_2_106,x**3 + tan(3),tensor(0.1660),-24.248143318949612
Gaussian Function_2_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64073640>>
Gaussian Function_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640732e0>>
Gaussian Function_2_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64073790>>
Gaussian Function_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640736d0>>
Gaussian Function_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173eb0>>
Gaussian Function_2_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173790>>
Gaussian Function_2_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173e20>>
Gaussian Function_2_114,x**3 + 3*x,tensor(0.0790),-134.9476567094518
Gaussian Function_2_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b0a0>>
Gaussian Function_2_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b070>>
Gaussian Function_2_117,x - tan(x),tensor(0.2059),-13.869724515415648
Gaussian Function_2_118,-x**2,tensor(0.1548),-28.830361197004997
Gaussian Function_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740100>>
Gaussian Function_2_120,x*(x + exp(3)),tensor(0.0164),-3583.3265294896974
Gaussian Function_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d3340>>
Gaussian Function_2_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2d90>>
Gaussian Function_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2970>>
Gaussian Function_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2850>>
Gaussian Function_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2cd0>>
Gaussian Function_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2520>>
Gaussian Function_2_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e460>>
Gaussian Function_3_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740fa0>>
Gaussian Function_3_1,sin(x) + cos(x)**2,tensor(0.2688),-6.399578033018834
Gaussian Function_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58241fa0>>
Gaussian Function_3_3,(5 - x)*(x + 1),tensor(0.0436),-480.15786585126284
Gaussian Function_3_4,sqrt(x) + x + tan(x),tensor(0.),0
Gaussian Function_3_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060663d0>>
Gaussian Function_3_6,x**5 + x + 2,tensor(0.1202),-52.60567321342064
Gaussian Function_3_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bd760>>
Gaussian Function_3_8,x**6/6,tensor(0.2116),-12.887917398214352
Gaussian Function_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b07c0>>
Gaussian Function_3_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403d1f0>>
Gaussian Function_3_11,x + 3*atanh(x),tensor(0.0554),-289.35288231851706
Gaussian Function_3_12,x*(x + 1),tensor(0.1900),-17.18048292977211
Gaussian Function_3_13,cosh(x + 2),tensor(0.0449),-451.3862974867258
Gaussian Function_3_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173070>>
Gaussian Function_3_15,x*atanh(x**2),tensor(0.1692),-23.096716830325956
Gaussian Function_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583dfc40>>
Gaussian Function_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652aa60>>
Gaussian Function_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652a820>>
Gaussian Function_3_19,sin(x + 6),tensor(0.1478),-32.261060727110916
Gaussian Function_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223640>>
Gaussian Function_3_21,(1 - x)*exp(x),tensor(0.5472),0.31534209304569993
Gaussian Function_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5831ba60>>
Gaussian Function_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5831b6d0>>
Gaussian Function_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5831b850>>
Gaussian Function_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5bfd0>>
Gaussian Function_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b310>>
Gaussian Function_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b5e0>>
Gaussian Function_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b430>>
Gaussian Function_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b340>>
Gaussian Function_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2a90>>
Gaussian Function_3_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2880>>
Gaussian Function_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b760>>
Gaussian Function_3_33,3*x**3 + 4*x,tensor(0.0523),-327.36220963709275
Gaussian Function_3_34,6*x**(7/2),tensor(0.),0
Gaussian Function_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ea3a0>>
Gaussian Function_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e880>>
Gaussian Function_3_37,sin(x/2),tensor(0.1938),-16.29899405351812
Gaussian Function_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2130>>
Gaussian Function_3_39,x*(x + 1) + x,tensor(0.1305),-43.38808121990779
Gaussian Function_3_40,x**2 - 1/2,tensor(0.1653),-24.48483630008483
Gaussian Function_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8c10>>
Gaussian Function_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8df0>>
Gaussian Function_3_43,x*log(1 + sqrt(2)),tensor(0.1735),-21.700990528738597
Gaussian Function_3_44,x**4 + 2,tensor(0.1141),-59.290524161478544
Gaussian Function_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e87f0>>
Gaussian Function_3_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8f10>>
Gaussian Function_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8340>>
Gaussian Function_3_48,x*(x + sin(x)),tensor(0.2093),-13.263506461033762
Gaussian Function_3_49,x + tanh(1),tensor(0.2481),-8.180558923573352
Gaussian Function_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8220>>
Gaussian Function_3_51,x**3*exp(-1),tensor(0.2035),-14.311351963991427
Gaussian Function_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d36a0>>
Gaussian Function_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5838b5e0>>
Gaussian Function_3_54,exp(x + 3),tensor(0.0078),-16253.170111991185
Gaussian Function_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b670>>
Gaussian Function_3_56,x*(x + 2) + x,tensor(0.0962),-87.36049437743601
Gaussian Function_3_57,x/log(2),tensor(0.1443),-34.161305270014886
Gaussian Function_3_58,sin(x) + atanh(x),tensor(0.1077),-67.6741743704052
Gaussian Function_3_59,x**2/(x + 4),tensor(0.2228),-11.17264482597195
Gaussian Function_3_60,x*(x*cos(1) + x),tensor(0.2265),-10.657455152925088
Gaussian Function_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06223b50>>
Gaussian Function_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b06a0>>
Gaussian Function_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5841e8b0>>
Gaussian Function_3_64,4*x + exp(x) + 5,tensor(0.0324),-890.7931775280287
Gaussian Function_3_65,x**2*(x + exp(x)),tensor(0.1614),-25.97858751025908
Gaussian Function_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740130>>
Gaussian Function_3_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1732e0>>
Gaussian Function_3_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173df0>>
Gaussian Function_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173bb0>>
Gaussian Function_3_70,log(3*Abs(x)),tensor(0.1378),-38.154496413409866
Gaussian Function_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5835a2e0>>
Gaussian Function_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652ad30>>
Gaussian Function_3_73,(1 - x)/x,tensor(0.0132),-5546.257392000871
Gaussian Function_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652ae80>>
Gaussian Function_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652a4f0>>
Gaussian Function_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652a490>>
Gaussian Function_3_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652a8b0>>
Gaussian Function_3_78,5*sqrt(1/x),tensor(0.),0
Gaussian Function_3_79,sin(3*x),tensor(0.1562),-28.186347772169707
Gaussian Function_3_80,exp(x - 5),tensor(0.2099),-13.161342859759012
