Gaussian Function_0_0,x + tan(x),tensor(0.1150),-58.27104947249592
Gaussian Function_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2065e20>>
Gaussian Function_2_40,x*(-x**2 + x),tensor(0.2128),-12.683252100674506
Gaussian Function_2_41,1/3,tensor(0.),0
Gaussian Function_2_42,x*(x + tanh(x)),tensor(0.2136),-12.559144472005999
Gaussian Function_2_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f460d0>>
Gaussian Function_2_44,sin(x + 3),tensor(0.1971),-15.59032668787885
Gaussian Function_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b28236a0>>
Gaussian Function_2_46,5*x**7/7,tensor(0.2035),-14.314316480172133
Gaussian Function_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e009bf70>>
Gaussian Function_2_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e009b9a0>>
Gaussian Function_2_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e009b340>>
Gaussian Function_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc18b3d0>>
Gaussian Function_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc18b610>>
Gaussian Function_2_52,x + log(x)**2,tensor(0.),0
Gaussian Function_2_53,x*sin(1)/2,tensor(0.1995),-15.104247878889687
Gaussian Function_2_54,-6*x,tensor(0.0536),-310.35359385955576
Gaussian Function_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958056700>>
Gaussian Function_2_56,sinh(x) + cosh(x),tensor(0.1942),-16.227451904000336
Gaussian Function_2_57,x*(x + sin(x)),tensor(0.2092),-13.295258404236458
Gaussian Function_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138310>>
Gaussian Function_2_59,x/2,tensor(0.1963),-15.753126685327821
Gaussian Function_2_60,x**2*(4*x + 4),tensor(0.0873),-108.29016790864284
Gaussian Function_2_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc44ca90>>
Gaussian Function_2_62,5*x**2/2,tensor(0.1747),-21.313751712374216
Gaussian Function_2_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281f5460>>
Gaussian Function_2_64,x + 9,tensor(0.0239),-1665.1816015788368
Gaussian Function_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2065d60>>
Gaussian Function_2_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281f5c10>>
Gaussian Function_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998172ee0>>
Gaussian Function_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998172dc0>>
Gaussian Function_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f0a0>>
Gaussian Function_2_70,-5*sinh(x),tensor(0.0578),-265.05213692408824
Gaussian Function_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd220>>
Gaussian Function_2_72,exp(x) + sinh(x),tensor(0.1274),-45.925089418894636
Gaussian Function_2_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bda00>>
Gaussian Function_2_74,x**2*(x + sin(x)) + x,tensor(0.1184),-54.42789571803614
Gaussian Function_2_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd880>>
Gaussian Function_2_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010ed00>>
Gaussian Function_2_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010e940>>
Gaussian Function_2_78,exp(4*x)/4,tensor(0.0602),-242.57627732590717
Gaussian Function_2_79,x**6 + x + sin(x),tensor(0.1317),-42.50339448568991
Gaussian Function_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998225400>>
Gaussian Function_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998225760>>
Gaussian Function_2_82,-x + sinh(x),tensor(0.2076),-13.574326856964083
Gaussian Function_2_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bdfa0>>
Gaussian Function_2_84,sin(x) + cosh(x),tensor(0.2108),-13.020456516234999
Gaussian Function_2_85,log(x + 1),tensor(0.1252),-47.81366940261922
Gaussian Function_2_86,sin(x) + cos(x),tensor(0.2743),-5.9964937875793956
Gaussian Function_2_87,x + 12*x*exp(2),tensor(0.0038),-67067.42650176091
Gaussian Function_2_88,x**5,tensor(0.1960),-15.821877876356734
Gaussian Function_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998225640>>
Gaussian Function_2_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010ed60>>
Gaussian Function_2_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f1c0>>
Gaussian Function_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010e9a0>>
Gaussian Function_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010ed90>>
Gaussian Function_2_94,tan(x),tensor(0.1566),-28.005599356694
Gaussian Function_2_95,4*x*acos(x),tensor(0.0417),-527.5646740793595
Gaussian Function_2_96,x + cos(x/2),tensor(0.2422),-8.786101788039925
Gaussian Function_2_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6f2730>>
Gaussian Function_2_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958056040>>
Gaussian Function_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f46e20>>
Gaussian Function_2_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f46160>>
Gaussian Function_2_101,(x + 3)**3,tensor(0.0061),-26710.661342925097
Gaussian Function_2_102,2/3,tensor(0.),0
Gaussian Function_2_103,3*x**2/2 + x + sin(x),tensor(0.1350),-40.07697848172603
Gaussian Function_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281f5520>>
Gaussian Function_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e008fdc0>>
Gaussian Function_2_106,2*x*cos(x) - 2*sin(x),tensor(0.2022),-14.576494762769023
Gaussian Function_2_107,x**3*cos(1),tensor(0.2019),-14.62584852277044
Gaussian Function_2_108,16*exp(x),tensor(0.0097),-10465.184781050928
Gaussian Function_2_109,-5*x**4/4,tensor(0.1666),-24.024917365475698
Gaussian Function_2_110,2*sin(x),tensor(0.1329),-41.56547324865876
Gaussian Function_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998225a30>>
Gaussian Function_2_112,5*atanh(x),tensor(0.0426),-503.77626067713027
Gaussian Function_2_113,-x*atan(x) + x,tensor(0.1438),-34.4512899428829
Gaussian Function_2_114,x,tensor(0.1717),-22.259999443477064
Gaussian Function_2_115,x**2*exp(3),tensor(0.0227),-1854.1990173335912
Gaussian Function_2_116,sinh(x)/4,tensor(0.2042),-14.191096569139656
Gaussian Function_2_117,sin(x),tensor(0.1768),-20.682368852168267
Gaussian Function_2_118,cosh(x + 1),tensor(0.1291),-44.504168168185224
Gaussian Function_2_119,(2*x - 5)/x,tensor(0.0015),-418868.6882723193
Gaussian Function_2_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f46970>>
Gaussian Function_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958056910>>
Gaussian Function_2_122,log(x + 3),tensor(0.3223),-3.4200114964059
Gaussian Function_2_123,2*x + sinh(x),tensor(0.0925),-95.33161664100898
Gaussian Function_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a6c760>>
Gaussian Function_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138c70>>
Gaussian Function_2_126,x**3/6,tensor(0.2076),-13.564751628371475
Gaussian Function_2_127,x*cos(x + 3),tensor(0.1843),-18.585133168452238
Gaussian Function_3_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fda30>>
Gaussian Function_3_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699011a400>>
Gaussian Function_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cdb3a0>>
Gaussian Function_3_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cdbbe0>>
Gaussian Function_3_4,-x*(x + exp(x)),tensor(0.1074),-68.10224246713034
Gaussian Function_3_5,x + tan(x + 2),tensor(0.0025),-160887.22061391437
Gaussian Function_3_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80dd610>>
Gaussian Function_3_7,x**2*(x**5 + x),tensor(0.1682),-23.44291579113343
Gaussian Function_3_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80dd820>>
Gaussian Function_3_9,atan(4*x),tensor(0.1344),-40.49442305463923
Gaussian Function_3_10,x**3*cos(2),tensor(0.2058),-13.901270964806859
Gaussian Function_3_11,x*log(x**4 + x),tensor(0.),0
Gaussian Function_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb7be0>>
Gaussian Function_3_13,x + (x**2 + x)**3,tensor(0.0865),-110.56524504913708
Gaussian Function_3_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb7730>>
Gaussian Function_3_15,24/tan(x),tensor(0.0003),-9643103.599041088
Gaussian Function_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b45b0>>
Gaussian Function_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc693700>>
Gaussian Function_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bdac0>>
Gaussian Function_3_19,x**2 - log(cos(x)),tensor(0.2222),-11.257195315740372
Gaussian Function_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd0d0>>
Gaussian Function_3_21,x*(x + exp(-1)),tensor(0.2307),-10.122799345604694
Gaussian Function_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010e700>>
Gaussian Function_3_23,x + 3/x,tensor(0.0026),-150912.95185357233
Gaussian Function_3_24,2*x,tensor(0.1253),-47.774508026704176
Gaussian Function_3_25,4*x**2 + x,tensor(0.1113),-62.705482852635924
Gaussian Function_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f760>>
Gaussian Function_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012ff70>>
Gaussian Function_3_28,sin(2*x),tensor(0.1548),-28.78897387227398
Gaussian Function_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981a3c70>>
Gaussian Function_3_30,-x*cos(2*x) + x,tensor(0.1712),-22.42405433967595
Gaussian Function_3_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6933d0>>
Gaussian Function_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc693880>>
Gaussian Function_3_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6937c0>>
Gaussian Function_3_34,1/(x + 2),tensor(0.3602),-2.15587552824817
Gaussian Function_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc18bdf0>>
Gaussian Function_3_36,-x**3 + x,tensor(0.1978),-15.455339414452748
Gaussian Function_3_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138a60>>
Gaussian Function_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b28237c0>>
Gaussian Function_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2823b80>>
Gaussian Function_3_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982251c0>>
Gaussian Function_3_41,sinh(x)*cosh(x),tensor(0.1475),-32.393439716665284
Gaussian Function_3_42,x*(2*x + log(x)),tensor(0.),0
Gaussian Function_3_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b4ca0>>
Gaussian Function_3_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b4ac0>>
Gaussian Function_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bde50>>
Gaussian Function_3_46,x + exp(x),tensor(0.1320),-42.213227740281795
Gaussian Function_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb79a0>>
Gaussian Function_3_48,3*x + 1,tensor(0.1027),-75.32334825527802
Gaussian Function_3_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810c7c0>>
Gaussian Function_3_50,x**3*exp(4),tensor(0.0096),-10681.319631422166
Gaussian Function_3_51,2*x - 1/2,tensor(0.1042),-72.9227828150713
Gaussian Function_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb7d00>>
Gaussian Function_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fdb20>>
Gaussian Function_3_54,-x**2/6 + 3*x,tensor(0.0940),-91.9646443213308
Gaussian Function_3_55,x**3/3 + sin(x),tensor(0.1662),-24.15653398438843
Gaussian Function_3_56,x**2 - log(cos(x)),tensor(0.2222),-11.257195315740372
Gaussian Function_3_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fd190>>
Gaussian Function_3_58,-log(cos(x)),tensor(0.2329),-9.853998978999215
Gaussian Function_3_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64da90>>
Gaussian Function_3_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80ddbe0>>
Gaussian Function_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618820>>
Gaussian Function_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618be0>>
Gaussian Function_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618ee0>>
Gaussian Function_3_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618c40>>
Gaussian Function_3_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6182b0>>
Gaussian Function_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618580>>
Gaussian Function_3_67,4*x + 5,tensor(0.0405),-559.0769274866341
Gaussian Function_3_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010ef70>>
Gaussian Function_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010eee0>>
Gaussian Function_3_70,(x + 2)/x,tensor(0.0038),-67033.2307960211
Gaussian Function_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618c10>>
Gaussian Function_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699011a370>>
Gaussian Function_3_73,sin(sqrt(x)),tensor(0.),0
Gaussian Function_3_74,x*cosh(x + 1),tensor(0.1292),-44.46639557725402
Gaussian Function_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc44cfa0>>
Gaussian Function_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc44c7f0>>
Gaussian Function_3_77,x**3*cosh(x),tensor(0.1758),-20.974536458500225
Gaussian Function_3_78,x + 5*exp(x),tensor(0.0308),-989.254738829938
Gaussian Function_3_79,x**5 + 3*x,tensor(0.0854),-113.80300373399575
Gaussian Function_3_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958056760>>
Gaussian Function_3_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f467f0>>
Gaussian Function_3_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc504880>>
Gaussian Function_3_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fd760>>
Gaussian Function_3_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fd610>>
Gaussian Function_3_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fdd90>>
Gaussian Function_3_86,x**2*acos(x),tensor(0.1906),-17.04369695503609
Gaussian Function_3_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e008f2e0>>
Gaussian Function_3_88,-cos(x + 4),tensor(0.3075),-4.07017257531381
Gaussian Function_3_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cdb1c0>>
Gaussian Function_3_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618f40>>
Gaussian Function_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618bb0>>
Gaussian Function_3_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618340>>
Gaussian Function_3_93,log(x + 2),tensor(0.3606),-2.143101083584994
Gaussian Function_3_94,sin(x) + cos(x),tensor(0.2743),-5.9964937875793956
