 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_2_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7460>>
 Nguyen-5'_2_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0070>>
 Nguyen-5'_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e06a0>>
 Nguyen-5'_2_22,x**2*(x**2 - x) + x,tensor(0.0766),-144.2798310886691
 Nguyen-5'_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0700>>
 Nguyen-5'_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5910>>
 Nguyen-5'_2_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5a00>>
 Nguyen-5'_2_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5c70>>
 Nguyen-5'_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5f70>>
 Nguyen-5'_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d51f0>>
 Nguyen-5'_2_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5670>>
 Nguyen-5'_2_30,-3*x**2,tensor(0.1133),-60.29842855120162
 Nguyen-5'_2_31,-x*cos(x),tensor(0.0825),-122.65260253044411
 Nguyen-5'_2_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156790>>
 Nguyen-5'_2_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d160>>
 Nguyen-5'_2_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d640>>
 Nguyen-5'_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02df40>>
 Nguyen-5'_2_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02db20>>
 Nguyen-5'_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d250>>
 Nguyen-5'_2_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02da60>>
 Nguyen-5'_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d9d0>>
 Nguyen-5'_2_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d460>>
 Nguyen-5'_2_41,(x**2 + x)**2,tensor(0.0633),-217.81587580651498
 Nguyen-5'_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057fd0>>
 Nguyen-5'_2_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057940>>
 Nguyen-5'_2_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057be0>>
 Nguyen-5'_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057820>>
 Nguyen-5'_2_46,38/x,tensor(0.0002),-36199848.15323695
 Nguyen-5'_2_47,x*(x*log(x) - x),tensor(0.),0
 Nguyen-5'_2_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057880>>
 Nguyen-5'_2_49,1/(2*x + 2),tensor(0.0317),-932.4354156350485
 Nguyen-5'_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0d00>>
 Nguyen-5'_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0880>>
 Nguyen-5'_2_52,x*(x + 4)*(x**2 + x),tensor(0.0398),-580.5949813263894
 Nguyen-5'_2_53,x*cos(4),tensor(0.0829),-121.31860218048332
 Nguyen-5'_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074fd0>>
 Nguyen-5'_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da7c0>>
 Nguyen-5'_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da340>>
 Nguyen-5'_2_57,x/2 + exp(x),tensor(0.0512),-342.2947482287027
 Nguyen-5'_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13a670>>
 Nguyen-5'_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7400>>
 Nguyen-5'_2_60,166*x**2,tensor(0.0022),-214264.61592828954
 Nguyen-5'_2_61,4*x**3/3,tensor(0.0827),-122.09567220603631
 Nguyen-5'_2_62,7*x**4/8,tensor(0.0780),-138.56937055654524
 Nguyen-5'_2_63,x*(x**3 + x),tensor(0.0657),-201.38426539558523
 Nguyen-5'_2_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7040>>
 Nguyen-5'_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7ac0>>
 Nguyen-5'_2_66,x*(2*x + cos(x)),tensor(0.0618),-229.6280711760738
 Nguyen-5'_2_67,5*sinh(x),tensor(0.0435),-482.5192988568271
 Nguyen-5'_2_68,(x + 4)**2,tensor(0.0088),-12568.032367759346
 Nguyen-5'_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e04c0>>
 Nguyen-5'_2_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0430>>
 Nguyen-5'_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a5e0>>
 Nguyen-5'_2_72,x - 1,tensor(0.1458),-33.30812296757956
 Nguyen-5'_2_73,20*x**3,tensor(0.0208),-2223.630207557465
 Nguyen-5'_2_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9c70>>
 Nguyen-5'_2_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24eee0>>
 Nguyen-5'_2_76,sin(2*x),tensor(0.0793),-133.63864474519775
 Nguyen-5'_2_77,8/x**2,tensor(3.2387e-06),-95336730338.87329
 Nguyen-5'_2_78,3*(x + 1)*exp(x),tensor(0.0210),-2163.1066888996047
 Nguyen-5'_2_79,x*(x + 4),tensor(0.0507),-349.4463722812909
 Nguyen-5'_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24eac0>>
 Nguyen-5'_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24efa0>>
 Nguyen-5'_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24ef70>>
 Nguyen-5'_2_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c24e430>>
 Nguyen-5'_2_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd970>>
 Nguyen-5'_2_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd2e0>>
 Nguyen-5'_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fddf0>>
 Nguyen-5'_2_87,(x + 1)/x,tensor(0.0062),-25464.825618148243
 Nguyen-5'_2_88,x*sqrt(1/x)/2,tensor(0.),0
 Nguyen-5'_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16d6d0>>
 Nguyen-5'_2_90,x + 2,tensor(0.0417),-526.5271969466208
 Nguyen-5'_2_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16dd30>>
 Nguyen-5'_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19ed90>>
 Nguyen-5'_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d54c0>>
 Nguyen-5'_2_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5ac0>>
 Nguyen-5'_2_95,10*log(x),tensor(0.),0
 Nguyen-5'_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7640>>
 Nguyen-5'_2_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b76d0>>
 Nguyen-5'_2_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7bb0>>
 Nguyen-5'_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b78b0>>
 Nguyen-5'_2_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7a90>>
 Nguyen-5'_2_101,2*x**2 + 2,tensor(0.0357),-730.3144909115003
 Nguyen-5'_2_102,exp(x/3),tensor(0.0559),-284.17084866848387
 Nguyen-5'_2_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9d60>>
 Nguyen-5'_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7fd0>>
 Nguyen-5'_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7c10>>
 Nguyen-5'_2_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7c70>>
 Nguyen-5'_2_107,-x**2 - x - 1,tensor(0.1615),-25.936941622965797
 Nguyen-5'_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0be100>>
 Nguyen-5'_2_109,x*(x + 2),tensor(0.0650),-206.19906121721712
 Nguyen-5'_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057fa0>>
 Nguyen-5'_2_111,x**2*cos(5),tensor(0.0813),-126.63916846763522
 Nguyen-5'_2_112,4*x + 4,tensor(0.0262),-1383.5347097415429
 Nguyen-5'_2_113,x*(6*x + 4),tensor(0.0342),-798.2697280814066
 Nguyen-5'_2_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074d00>>
 Nguyen-5'_2_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0e50>>
 Nguyen-5'_2_116,sqrt(x) + x**5,tensor(0.),0
 Nguyen-5'_2_117,-x/2,tensor(0.0837),-118.75896022853571
 Nguyen-5'_2_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1563a0>>
 Nguyen-5'_2_119,x*exp(2*x)/4,tensor(0.0748),-152.02707817055708
 Nguyen-5'_2_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057e80>>
 Nguyen-5'_2_121,(x + 2)**3,tensor(0.0119),-6938.07219582776
 Nguyen-5'_2_122,2*x*(x + 2),tensor(0.0471),-409.10470855341373
 Nguyen-5'_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156640>>
 Nguyen-5'_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1564f0>>
 Nguyen-5'_2_125,x**2*(x**2 + x),tensor(0.0762),-145.9885096734394
 Nguyen-5'_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aaaf0>>
 Nguyen-5'_2_127,5*x**2 - x,tensor(0.0418),-525.1140594536582
 Nguyen-5'_3_0,x**2*cosh(x) + x,tensor(0.0673),-191.19802246746576
 Nguyen-5'_3_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13a8e0>>
 Nguyen-5'_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06a6a0>>
 Nguyen-5'_3_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156ee0>>
 Nguyen-5'_3_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c395af0>>
 Nguyen-5'_3_5,x*log(x**(-2)),tensor(0.0819),-124.75447327530478
 Nguyen-5'_3_6,35*x**3,tensor(0.0121),-6611.2823819321975
 Nguyen-5'_3_7,-2*x + 5*log(x),tensor(0.),0
 Nguyen-5'_3_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c099790>>
 Nguyen-5'_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0399d0>>
 Nguyen-5'_3_10,x**2 + x - 1,tensor(0.1173),-55.65884532164734
 Nguyen-5'_3_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02de80>>
 Nguyen-5'_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d190>>
 Nguyen-5'_3_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d6d0>>
 Nguyen-5'_3_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d3d0>>
 Nguyen-5'_3_15,2*x*log(2),tensor(0.0789),-135.30134118452364
 Nguyen-5'_3_16,exp(2*x),tensor(0.0398),-579.5412054818822
 Nguyen-5'_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137e50>>
 Nguyen-5'_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10abb0>>
 Nguyen-5'_3_19,x*(2*x + 2),tensor(0.0575),-267.64211591402574
 Nguyen-5'_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e0160>>
 Nguyen-5'_3_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0cc340>>
 Nguyen-5'_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074a30>>
 Nguyen-5'_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0cc5b0>>
 Nguyen-5'_3_24,-1/3,tensor(0.),0
 Nguyen-5'_3_25,x**2*sin(3),tensor(0.0832),-120.38938094219525
 Nguyen-5'_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0573d0>>
 Nguyen-5'_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da1c0>>
 Nguyen-5'_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da0d0>>
 Nguyen-5'_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a9a0>>
 Nguyen-5'_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a3d0>>
 Nguyen-5'_3_31,2*x + cos(3),tensor(0.1058),-70.38839378908158
 Nguyen-5'_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5040>>
 Nguyen-5'_3_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5400>>
 Nguyen-5'_3_34,4/log(x),tensor(0.),0
 Nguyen-5'_3_35,x/log(4) + x,tensor(0.0758),-147.5175692348804
 Nguyen-5'_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c267af0>>
 Nguyen-5'_3_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5640>>
 Nguyen-5'_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a370>>
 Nguyen-5'_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18ad00>>
 Nguyen-5'_3_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d50d0>>
 Nguyen-5'_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5eb0>>
 Nguyen-5'_3_42,x*(2*x**2 + x),tensor(0.0692),-179.99989780980502
 Nguyen-5'_3_43,2*x**2 + x,tensor(0.0612),-234.30810576103212
 Nguyen-5'_3_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0f4b20>>
 Nguyen-5'_3_45,x**3,tensor(0.0838),-118.41609965478492
 Nguyen-5'_3_46,x/(x + 4),tensor(0.0859),-112.16156431773045
 Nguyen-5'_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7b20>>
 Nguyen-5'_3_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7340>>
 Nguyen-5'_3_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7d60>>
 Nguyen-5'_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5dc0>>
 Nguyen-5'_3_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5af0>>
 Nguyen-5'_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5df0>>
 Nguyen-5'_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1ed4f0>>
 Nguyen-5'_3_54,exp(x),tensor(0.0523),-327.49936364338043
 Nguyen-5'_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18ae50>>
 Nguyen-5'_3_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a790>>
 Nguyen-5'_3_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd2b0>>
 Nguyen-5'_3_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd310>>
 Nguyen-5'_3_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18a0d0>>
 Nguyen-5'_3_60,x + sin(x) + 1,tensor(0.0530),-318.4619112452247
 Nguyen-5'_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fdbe0>>
 Nguyen-5'_3_62,x*log(2) + 2*x,tensor(0.0661),-198.78144243555855
 Nguyen-5'_3_63,3*x + exp(x),tensor(0.0424),-509.7648865720651
 Nguyen-5'_3_64,x**2 + x + 4,tensor(0.0263),-1367.4684337119538
 Nguyen-5'_3_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0cc400>>
 Nguyen-5'_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c099820>>
 Nguyen-5'_3_67,-x**2 + x,tensor(0.0937),-92.46136636542806
 Nguyen-5'_3_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10aee0>>
 Nguyen-5'_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a400>>
 Nguyen-5'_3_70,-3*x - exp(x),tensor(0.0621),-227.16405204316277
 Nguyen-5'_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0be2b0>>
 Nguyen-5'_3_72,x*exp(-1) + x,tensor(0.0791),-134.71106349025982
 Nguyen-5'_3_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148520>>
 Nguyen-5'_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c039730>>
 Nguyen-5'_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7580>>
 Nguyen-5'_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0e7d30>>
 Nguyen-5'_3_77,x*acos(2*x) - 2*x,tensor(0.),0
 Nguyen-5'_3_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c099f70>>
 Nguyen-5'_3_79,x**2 + x*exp(-x),tensor(0.0805),-129.5766448353124
 Nguyen-5'_3_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1ed670>>
 Nguyen-5'_3_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c057cd0>>
 Nguyen-5'_3_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5790>>
 Nguyen-5'_3_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19e8e0>>
 Nguyen-5'_3_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16de50>>
 Nguyen-5'_3_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16d8e0>>
 Nguyen-5'_3_86,x*(x + 2) + x,tensor(0.0577),-265.3569546936872
 Nguyen-5'_3_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9a30>>
 Nguyen-5'_3_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02da30>>
 Nguyen-5'_3_89,x**2*(x**5 + x),tensor(0.0813),-126.70431764341114
 Nguyen-5'_3_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c395c10>>
 Nguyen-5'_3_91,x**2/(x + tan(x)),tensor(0.0847),-115.92261588586882
 Nguyen-5'_3_92,x*tan(x + 5),tensor(0.0031),-100468.05569862422
 Nguyen-5'_3_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19ec10>>
 Nguyen-5'_3_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19e100>>
 Nguyen-5'_3_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1da550>>
 Nguyen-5'_3_96,-x**4/4,tensor(0.0871),-108.78253897370558
 Nguyen-5'_3_97,sqrt(x) - x**2,tensor(0.),0
 Nguyen-5'_3_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7250>>
 Nguyen-5'_3_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9700>>
 Nguyen-5'_3_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a99a0>>
 Nguyen-5'_3_101,x**3/9,tensor(0.0852),-114.41016160034643
 Nguyen-5'_3_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0999d0>>
 Nguyen-5'_3_103,-x + atan(x) + 1,tensor(0.0562),-281.19566436634
 Nguyen-5'_3_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0a9df0>>
 Nguyen-5'_3_105,x/(x + 3),tensor(0.0865),-110.5937695229652
 Nguyen-5'_3_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0f4880>>
 Nguyen-5'_3_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c267e20>>
 Nguyen-5'_3_108,2*x + sin(x),tensor(0.0640),-212.96357222477477
 Nguyen-5'_3_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d54f0>>
 Nguyen-5'_3_110,x*(x + sinh(x)) + x,tensor(0.0603),-242.1585980884781
 Nguyen-5'_3_111,2*x**2 + 2*x,tensor(0.0575),-267.64211591402574
