Sigmoid Function_0_0,-x*cos(x) + sin(x),tensor(0.2196),-11.628650630808414
Sigmoid Function_2_19,tan(x/5),tensor(0.2206),-11.477689583841267
Sigmoid Function_2_20,1 - x,tensor(0.1316),-42.53386135878568
Sigmoid Function_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4174370>>
Sigmoid Function_2_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58177730>>
Sigmoid Function_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58177310>>
Sigmoid Function_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581771f0>>
Sigmoid Function_2_25,x/(2*x + 1),tensor(0.0681),-186.50678860609904
Sigmoid Function_2_26,x/acos(2),tensor(0.),0
Sigmoid Function_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640974c0>>
Sigmoid Function_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097640>>
Sigmoid Function_2_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097580>>
Sigmoid Function_2_30,-log(cos(x)) + atan(x),tensor(0.2149),-12.352391050728714
Sigmoid Function_2_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f263380a0>>
Sigmoid Function_2_32,x/3,tensor(0.2171),-12.008483217620519
Sigmoid Function_2_33,3*x,tensor(0.0740),-155.47933865226
Sigmoid Function_2_34,(x + sin(x))**2,tensor(0.0965),-86.76056944967007
Sigmoid Function_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06234250>>
Sigmoid Function_2_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8ee0>>
Sigmoid Function_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8fa0>>
Sigmoid Function_2_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8df0>>
Sigmoid Function_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584fd0>>
Sigmoid Function_2_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584850>>
Sigmoid Function_2_41,x*(x + sin(x)),tensor(0.1868),-17.951110399697203
Sigmoid Function_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa02402fa90>>
Sigmoid Function_2_43,-tan(x + 4),tensor(0.0140),-4982.28071078607
Sigmoid Function_2_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104970>>
Sigmoid Function_2_45,exp(3*x)/3,tensor(0.0857),-112.82254127174319
Sigmoid Function_2_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104280>>
Sigmoid Function_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104610>>
Sigmoid Function_2_48,sin(3*x),tensor(0.1476),-32.34850424065102
Sigmoid Function_2_49,x*atanh(5),tensor(0.),0
Sigmoid Function_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841de700>>
Sigmoid Function_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097a60>>
Sigmoid Function_2_52,x*(x + sin(x)),tensor(0.1868),-17.951110399697203
Sigmoid Function_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097190>>
Sigmoid Function_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e054250>>
Sigmoid Function_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06234fa0>>
Sigmoid Function_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06234070>>
Sigmoid Function_2_57,x**2 + 1,tensor(0.1314),-42.72562818411157
Sigmoid Function_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855ceb0>>
Sigmoid Function_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855c2e0>>
Sigmoid Function_2_60,x**2 + 4*x + 1,tensor(0.0577),-265.4153985968137
Sigmoid Function_2_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855c580>>
Sigmoid Function_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa8b0>>
Sigmoid Function_2_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640faa30>>
Sigmoid Function_2_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa9d0>>
Sigmoid Function_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa0d0>>
Sigmoid Function_2_66,-x + 3*sin(x),tensor(0.1183),-54.58406735171185
Sigmoid Function_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa3a0>>
Sigmoid Function_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4197640>>
Sigmoid Function_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4197be0>>
Sigmoid Function_2_70,x**2*sin(5),tensor(0.1382),-37.863337661486234
Sigmoid Function_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c7610>>
Sigmoid Function_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c7100>>
Sigmoid Function_2_73,62*x**3,tensor(0.0058),-28991.116699567003
Sigmoid Function_2_74,-x**2*cos(2),tensor(0.2648),-6.706988991293739
Sigmoid Function_2_75,log(x/4),tensor(0.),0
Sigmoid Function_2_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bedc0>>
Sigmoid Function_2_77,x**5 + 2,tensor(0.0860),-112.05938609931664
Sigmoid Function_2_78,x*atanh(3*x),tensor(0.),0
Sigmoid Function_2_79,sin(x)**9,tensor(0.2195),-11.639750424417635
Sigmoid Function_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a760>>
Sigmoid Function_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416f820>>
Sigmoid Function_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416faf0>>
Sigmoid Function_2_83,sin(x + 4)/3,tensor(0.1614),-25.99835969498864
Sigmoid Function_2_84,8*x**3,tensor(0.0439),-472.96072356614536
Sigmoid Function_2_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6af0>>
Sigmoid Function_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6340>>
Sigmoid Function_2_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6910>>
Sigmoid Function_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e63a0>>
Sigmoid Function_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6370>>
Sigmoid Function_2_90,2*x + tan(x),tensor(0.0681),-186.14629746047814
Sigmoid Function_2_91,x**2*tan(3),tensor(0.2027),-14.477058381573366
Sigmoid Function_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bed60>>
Sigmoid Function_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bea60>>
Sigmoid Function_2_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be640>>
Sigmoid Function_2_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be0a0>>
Sigmoid Function_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be820>>
Sigmoid Function_2_97,5*sinh(x),tensor(0.0418),-524.6492906568469
Sigmoid Function_2_98,-x**4,tensor(0.1572),-27.728240767659926
Sigmoid Function_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806ad60>>
Sigmoid Function_2_100,x*(x + exp(x)),tensor(0.1391),-37.31038493823454
Sigmoid Function_2_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6520>>
Sigmoid Function_2_102,x + 3/x,tensor(0.0032),-97209.93863087618
Sigmoid Function_2_103,x/(2*x + 3),tensor(0.1780),-20.335393785375878
Sigmoid Function_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d0910>>
Sigmoid Function_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58475430>>
Sigmoid Function_2_106,tan(1)/x,tensor(0.0061),-26141.948564728937
Sigmoid Function_2_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403faf0>>
Sigmoid Function_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403fa90>>
Sigmoid Function_2_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403fbb0>>
Sigmoid Function_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f051a0c10>>
Sigmoid Function_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f051a08e0>>
Sigmoid Function_2_112,x*(x + sin(x) + 1),tensor(0.1703),-22.71981423795045
Sigmoid Function_2_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338be0>>
Sigmoid Function_2_114,x**3 + 2*x,tensor(0.0835),-119.4313727766663
Sigmoid Function_2_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640970d0>>
Sigmoid Function_2_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dee80>>
Sigmoid Function_2_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104130>>
Sigmoid Function_2_118,-x**2,tensor(0.1359),-39.41752342501496
Sigmoid Function_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104d60>>
Sigmoid Function_2_120,x*(x + exp(3)),tensor(0.0118),-6990.112444439024
Sigmoid Function_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4174970>>
Sigmoid Function_2_122,-4*x**2 + 4*x,tensor(0.0399),-577.240247445878
Sigmoid Function_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8670>>
Sigmoid Function_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8160>>
Sigmoid Function_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abb50>>
Sigmoid Function_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abac0>>
Sigmoid Function_2_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abca0>>
Sigmoid Function_3_0,x**(-3),tensor(1.1453e-06),-762337472491.5237
Sigmoid Function_3_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41979a0>>
Sigmoid Function_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104550>>
Sigmoid Function_3_3,(5 - x)*(x + 1),tensor(0.0302),-1032.1487157198524
Sigmoid Function_3_4,sqrt(x) + x + tan(x),tensor(0.),0
Sigmoid Function_3_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636c1f0>>
Sigmoid Function_3_6,x**5 + x + 1,tensor(0.1438),-34.45951104428515
Sigmoid Function_3_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f7520>>
Sigmoid Function_3_8,x**6/6,tensor(0.2256),-10.781581133716708
Sigmoid Function_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f73d0>>
Sigmoid Function_3_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f7220>>
Sigmoid Function_3_11,x + 2*atanh(x),tensor(0.0569),-273.4183428255127
Sigmoid Function_3_12,x*(x + 1),tensor(0.2049),-14.049139881309815
Sigmoid Function_3_13,cosh(x + 1),tensor(0.0902),-100.70155210490542
Sigmoid Function_3_14,x*(x - 2),tensor(0.0923),-95.81794816342695
Sigmoid Function_3_15,3*x**2/2,tensor(0.2261),-10.715302322827094
Sigmoid Function_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41a9e20>>
Sigmoid Function_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636c2e0>>
Sigmoid Function_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58475040>>
Sigmoid Function_3_19,sin(x + 1),tensor(0.3426),-2.6807033362814656
Sigmoid Function_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584755b0>>
Sigmoid Function_3_21,(x + 3)*acos(x),tensor(0.0329),-862.6313001763577
Sigmoid Function_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be310>>
Sigmoid Function_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584c70>>
Sigmoid Function_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a400>>
Sigmoid Function_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a220>>
Sigmoid Function_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a1f0>>
Sigmoid Function_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806ab20>>
Sigmoid Function_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a610>>
Sigmoid Function_3_29,sqrt(x) + x**5,tensor(0.),0
Sigmoid Function_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41dd4f0>>
Sigmoid Function_3_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41dd280>>
Sigmoid Function_3_32,exp(x + 2),tensor(0.0153),-4160.774941693015
Sigmoid Function_3_33,3*x**3 + 4*x,tensor(0.0395),-590.8238375299209
Sigmoid Function_3_34,6*x**(7/2),tensor(0.),0
Sigmoid Function_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be700>>
Sigmoid Function_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855c910>>
Sigmoid Function_3_37,sinh(5*x),tensor(0.0059),-28206.649639653795
Sigmoid Function_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e054d60>>
Sigmoid Function_3_39,x*(x + 1) + x,tensor(0.1153),-57.92937329791295
Sigmoid Function_3_40,x**2 - 1/2,tensor(0.1642),-24.919393435381924
Sigmoid Function_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4197970>>
Sigmoid Function_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e65b0>>
Sigmoid Function_3_43,x*log(1 + sqrt(2)),tensor(0.1762),-20.844893728114247
Sigmoid Function_3_44,x**4 + 2,tensor(0.0744),-153.79740125725482
Sigmoid Function_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416fb80>>
Sigmoid Function_3_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097e50>>
Sigmoid Function_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640971f0>>
Sigmoid Function_3_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d0490>>
Sigmoid Function_3_49,x + tanh(1),tensor(0.2201),-11.561104345008163
Sigmoid Function_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d0400>>
Sigmoid Function_3_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abf40>>
Sigmoid Function_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266ab760>>
Sigmoid Function_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266abaf0>>
Sigmoid Function_3_54,exp(x + 3),tensor(0.0055),-32865.95503571611
Sigmoid Function_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6670>>
Sigmoid Function_3_56,x*(x**2 - 1) + x,tensor(0.1935),-16.378211803722778
Sigmoid Function_3_57,x/log(4),tensor(0.1901),-17.160430302516275
Sigmoid Function_3_58,x + sinh(x),tensor(0.1005),-79.13857242157744
Sigmoid Function_3_59,x**2/(x + 1),tensor(0.0146),-4569.826017590677
Sigmoid Function_3_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41a9df0>>
Sigmoid Function_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584130>>
Sigmoid Function_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584b20>>
Sigmoid Function_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584e20>>
Sigmoid Function_3_64,-x + exp(x) + 5,tensor(0.0242),-1629.101184278703
Sigmoid Function_3_65,x**2*(x + 1),tensor(0.2559),-7.455699608381108
Sigmoid Function_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f430>>
Sigmoid Function_3_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f340>>
Sigmoid Function_3_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636cdc0>>
Sigmoid Function_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c7700>>
Sigmoid Function_3_70,log(3*x**2),tensor(0.0582),-260.5165060543643
Sigmoid Function_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338b80>>
Sigmoid Function_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338e50>>
Sigmoid Function_3_73,log(x + 1),tensor(0.1010),-78.25975457999502
Sigmoid Function_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338550>>
Sigmoid Function_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f73a0>>
