Exponential Decay with Sine_0_0,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_2_18,-3*x + tan(x),tensor(0.4042),-1.1732182773731687
Exponential Decay with Sine_2_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6933d0>>
Exponential Decay with Sine_2_20,sqrt(x) + x + 5,tensor(0.),0
Exponential Decay with Sine_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075970>>
Exponential Decay with Sine_2_22,tanh(x)**2,tensor(0.4883),-0.09809558247608607
Exponential Decay with Sine_2_23,x*(2*x + 4),tensor(0.6344),0.6678358976103672
Exponential Decay with Sine_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990194700>>
Exponential Decay with Sine_2_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e9430>>
Exponential Decay with Sine_2_26,-x - log(cos(x))/2,tensor(0.4365),-0.6667785580031365
Exponential Decay with Sine_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e9520>>
Exponential Decay with Sine_2_28,asin(x + 1),tensor(0.),0
Exponential Decay with Sine_2_29,x*(x + sin(x))**3,tensor(0.3901),-1.4452565323221869
Exponential Decay with Sine_2_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc14b820>>
Exponential Decay with Sine_2_31,-6*x**2 + x,tensor(0.4347),-0.6918073870963519
Exponential Decay with Sine_2_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2cd0>>
Exponential Decay with Sine_2_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2820>>
Exponential Decay with Sine_2_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129bb0>>
Exponential Decay with Sine_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129a60>>
Exponential Decay with Sine_2_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129b20>>
Exponential Decay with Sine_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c7760>>
Exponential Decay with Sine_2_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c7c70>>
Exponential Decay with Sine_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c70d0>>
Exponential Decay with Sine_2_40,x*(x + cos(5)),tensor(0.5001),0.000563814707530419
Exponential Decay with Sine_2_41,1/3,tensor(0.),0
Exponential Decay with Sine_2_42,x*(x + tan(x)),tensor(0.4528),-0.4599932458613538
Exponential Decay with Sine_2_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990194a60>>
Exponential Decay with Sine_2_44,sin(x + 3),tensor(0.4427),-0.5842267343480474
Exponential Decay with Sine_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075e20>>
Exponential Decay with Sine_2_46,x**7/7,tensor(0.5003),0.002590813484653731
Exponential Decay with Sine_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075c10>>
Exponential Decay with Sine_2_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc693850>>
Exponential Decay with Sine_2_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6933a0>>
Exponential Decay with Sine_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580751f0>>
Exponential Decay with Sine_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075730>>
Exponential Decay with Sine_2_52,x + tan(2*x),tensor(0.0071),-19654.262855340385
Exponential Decay with Sine_2_53,x*(x + cos(2)),tensor(0.4590),-0.38950642151629067
Exponential Decay with Sine_2_54,-6*x,tensor(0.2753),-5.928817396567888
Exponential Decay with Sine_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998077e80>>
Exponential Decay with Sine_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581abdc0>>
Exponential Decay with Sine_2_57,x*(x + sin(x)),tensor(0.4639),-0.33596875395915715
Exponential Decay with Sine_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129970>>
Exponential Decay with Sine_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281293a0>>
Exponential Decay with Sine_2_60,x**2*(x + 4),tensor(0.4299),-0.7587612983020022
Exponential Decay with Sine_2_61,2*x**2 + asin(x),tensor(0.5249),0.18056169649242382
Exponential Decay with Sine_2_62,5*x**2/2,tensor(0.4490),-0.5061205380132765
Exponential Decay with Sine_2_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930091f40>>
Exponential Decay with Sine_2_64,x + 9,tensor(0.1858),-18.197317756424106
Exponential Decay with Sine_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a6c670>>
Exponential Decay with Sine_2_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aa310>>
Exponential Decay with Sine_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aad60>>
Exponential Decay with Sine_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aa8b0>>
Exponential Decay with Sine_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aaf10>>
Exponential Decay with Sine_2_70,-5*sin(x),tensor(0.3095),-3.979040068695567
Exponential Decay with Sine_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be880>>
Exponential Decay with Sine_2_72,exp(x) + sin(x),tensor(0.5454),0.3052157723333334
Exponential Decay with Sine_2_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be130>>
Exponential Decay with Sine_2_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616ee0>>
Exponential Decay with Sine_2_75,5*x + sin(x),tensor(0.6164),0.6126779595110821
Exponential Decay with Sine_2_76,exp(x + 5),tensor(0.0108),-8383.17907350098
Exponential Decay with Sine_2_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998371a00>>
Exponential Decay with Sine_2_78,exp(4*x)/4,tensor(0.4254),-0.8242622813876135
Exponential Decay with Sine_2_79,x**6 + x + sin(x),tensor(0.6421),0.6892670474728704
Exponential Decay with Sine_2_80,x*(x + sin(2)),tensor(0.5424),0.2881844392668884
Exponential Decay with Sine_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f280>>
Exponential Decay with Sine_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aaf70>>
Exponential Decay with Sine_2_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aa820>>
Exponential Decay with Sine_2_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a6c040>>
Exponential Decay with Sine_2_85,log(x + 3),tensor(0.4731),-0.24007796704895412
Exponential Decay with Sine_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a6cbe0>>
Exponential Decay with Sine_2_87,12*x*exp(x) + x,tensor(0.1791),-20.001333488545548
Exponential Decay with Sine_2_88,(x + 5)**4,tensor(0.0029),-115234.47320285537
Exponential Decay with Sine_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616b80>>
Exponential Decay with Sine_2_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6163a0>>
Exponential Decay with Sine_2_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616e50>>
Exponential Decay with Sine_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616850>>
Exponential Decay with Sine_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c26a0>>
Exponential Decay with Sine_2_94,tan(x),tensor(0.5982),0.5488954434293383
Exponential Decay with Sine_2_95,4*x*acos(x),tensor(0.4626),-0.3496642455696015
Exponential Decay with Sine_2_96,x + cos(x/2),tensor(0.5172),0.12888376718181882
Exponential Decay with Sine_2_97,x/(x**2 + x),tensor(0.1836),-18.776241659937856
Exponential Decay with Sine_2_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998371130>>
Exponential Decay with Sine_2_99,x*(x + 1)*sin(x),tensor(0.5180),0.13419098847344546
Exponential Decay with Sine_2_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8180400>>
Exponential Decay with Sine_2_101,(x + 3)**3,tensor(0.0611),-234.83238758388313
Exponential Decay with Sine_2_102,2/3,tensor(0.),0
Exponential Decay with Sine_2_103,x**(2/5) + x**3 + x,tensor(0.),0
Exponential Decay with Sine_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cdb3a0>>
Exponential Decay with Sine_2_105,x*(x + atanh(x)),tensor(0.4457),-0.5461185670279203
Exponential Decay with Sine_2_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b4b50>>
Exponential Decay with Sine_2_107,x*(x + 3),tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b40d0>>
Exponential Decay with Sine_2_109,-5*x**4/4,tensor(0.5015),0.011598875158247202
Exponential Decay with Sine_2_110,2*sin(x),tensor(0.6533),0.7183363670138012
Exponential Decay with Sine_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c2550>>
Exponential Decay with Sine_2_112,5*atanh(x),tensor(0.4616),-0.36029119578244706
Exponential Decay with Sine_2_113,x*acos(x) + x + acos(x),tensor(0.5217),0.15922262925149067
Exponential Decay with Sine_2_114,x*(x + sin(x)),tensor(0.4639),-0.33596875395915715
Exponential Decay with Sine_2_115,x**2*exp(3),tensor(0.1804),-19.627297724305595
Exponential Decay with Sine_2_116,log(x)/4,tensor(0.),0
Exponential Decay with Sine_2_117,exp(x),tensor(0.5015),0.011537472072821853
Exponential Decay with Sine_2_118,cosh(x + 1),tensor(0.4555),-0.42865258666176076
Exponential Decay with Sine_2_119,(2*x - 1)/x,tensor(0.0751),-150.52604445464908
Exponential Decay with Sine_2_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c2fd0>>
Exponential Decay with Sine_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616b20>>
Exponential Decay with Sine_2_122,log(x**3),tensor(0.),0
Exponential Decay with Sine_2_123,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129070>>
Exponential Decay with Sine_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928129e80>>
Exponential Decay with Sine_2_126,x**3/6,tensor(0.5039),0.030947445193056144
Exponential Decay with Sine_2_127,x*(x**3 + x),tensor(0.4679),-0.293466595198171
Exponential Decay with Sine_3_0,4*x*exp(-x),tensor(0.5126),0.09603081728465035
Exponential Decay with Sine_3_1,x + tan(2),tensor(0.4671),-0.3016417663541928
Exponential Decay with Sine_3_2,3*x*exp(x),tensor(0.5340),0.23856536407468243
Exponential Decay with Sine_3_3,x*(x + 3),tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_3_4,-x*exp(x),tensor(0.4256),-0.82078340934181
Exponential Decay with Sine_3_5,x + tan(x + 2),tensor(0.0258),-1424.3607038915316
Exponential Decay with Sine_3_6,2*x,tensor(0.6749),0.7680653024155196
Exponential Decay with Sine_3_7,x**2*(x**5 + x),tensor(0.5613),0.38913812509607826
Exponential Decay with Sine_3_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b4100>>
Exponential Decay with Sine_3_9,atan(3*x),tensor(0.6276),0.6479239851255494
Exponential Decay with Sine_3_10,x**3*cos(2),tensor(0.4813),-0.1615078016421816
Exponential Decay with Sine_3_11,x*exp(3),tensor(0.1833),-18.856269194081822
Exponential Decay with Sine_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a25e0>>
Exponential Decay with Sine_3_13,x + cos(x)**2,tensor(0.5368),0.25560361251567665
Exponential Decay with Sine_3_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f370>>
Exponential Decay with Sine_3_15,24*x**3,tensor(0.2279),-10.482832241294966
Exponential Decay with Sine_3_16,x*(x + sin(x)),tensor(0.4639),-0.33596875395915715
Exponential Decay with Sine_3_17,-1/x,tensor(0.0753),-149.84705959680184
Exponential Decay with Sine_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e9e80>>
Exponential Decay with Sine_3_19,x**2*(x + 2),tensor(0.4919),-0.06699165301469923
Exponential Decay with Sine_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b4bb0>>
Exponential Decay with Sine_3_21,x*exp(-x),tensor(0.6095),0.5896556259421883
Exponential Decay with Sine_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b4b20>>
Exponential Decay with Sine_3_23,x*sin(9*x),tensor(0.4876),-0.10452467134888499
Exponential Decay with Sine_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581b0bb0>>
Exponential Decay with Sine_3_25,x*(x**2 + 3) + x,tensor(0.7628),0.9033353899048475
Exponential Decay with Sine_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc616970>>
Exponential Decay with Sine_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6934c0>>
Exponential Decay with Sine_3_28,sin(2*x),tensor(0.6010),0.5591672551079832
Exponential Decay with Sine_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c28b0>>
Exponential Decay with Sine_3_30,x/(1 - x),tensor(0.0367),-688.9731129672759
Exponential Decay with Sine_3_31,9*x + exp(x),tensor(0.3503),-2.4398714131079595
Exponential Decay with Sine_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc191e20>>
Exponential Decay with Sine_3_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6f23d0>>
Exponential Decay with Sine_3_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6f23a0>>
Exponential Decay with Sine_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1917c0>>
Exponential Decay with Sine_3_36,x*(x**3 + 1),tensor(0.5573),0.3688634519510178
Exponential Decay with Sine_3_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699011ac40>>
Exponential Decay with Sine_3_38,x + sin(x) + 5,tensor(0.2856),-5.259378947785753
Exponential Decay with Sine_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138310>>
Exponential Decay with Sine_3_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138f40>>
Exponential Decay with Sine_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981382e0>>
Exponential Decay with Sine_3_42,x*(2*x + 2),tensor(0.5734),0.4462782689892131
Exponential Decay with Sine_3_43,x*sin(x) + 2,tensor(0.3858),-1.5346082185038168
Exponential Decay with Sine_3_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981e4700>>
Exponential Decay with Sine_3_45,-3*x/4,tensor(0.4520),-0.47011556586177217
Exponential Decay with Sine_3_46,x + exp(x),tensor(0.5496),0.32866384824657346
Exponential Decay with Sine_3_47,2*x + exp(2*x),tensor(0.4714),-0.2571210368882737
Exponential Decay with Sine_3_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc14bf40>>
Exponential Decay with Sine_3_49,x + sin(x),tensor(0.6640),0.7440135271293415
Exponential Decay with Sine_3_50,x/tan(x)**2,tensor(0.0760),-146.63991397276232
Exponential Decay with Sine_3_51,x*(x + exp(x)),tensor(0.5281),0.2012274202814539
Exponential Decay with Sine_3_52,x + cosh(x),tensor(0.4964),-0.029029613437976387
Exponential Decay with Sine_3_53,x + 1/5,tensor(0.5661),0.4123221083784314
Exponential Decay with Sine_3_54,3*x**2/2,tensor(0.4726),-0.2456941944846609
Exponential Decay with Sine_3_55,x**3/3 + sin(x),tensor(0.5824),0.486058712697753
Exponential Decay with Sine_3_56,x**2 - log(cos(x)),tensor(0.4709),-0.26209123411092095
Exponential Decay with Sine_3_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fd820>>
