Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_2_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d99d0>>
Quadratic Equation_2_45,2*x + 3,tensor(0.3479),-2.5132820416699766
Quadratic Equation_2_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a0eb0>>
Quadratic Equation_2_47,1,tensor(0.),0
Quadratic Equation_2_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a0280>>
Quadratic Equation_2_49,4,tensor(0.),0
Quadratic Equation_2_50,x + sin(x) + 3,tensor(0.3498),-2.455290914359218
Quadratic Equation_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c12f190>>
Quadratic Equation_2_52,x/acos(x),tensor(0.2896),-5.015769297943204
Quadratic Equation_2_53,x + cos(1),tensor(0.2962),-4.64596364564067
Quadratic Equation_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b81f0>>
Quadratic Equation_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b83d0>>
Quadratic Equation_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8d60>>
Quadratic Equation_2_57,x*(x + asinh(x)),tensor(0.3111),-3.9056845717557342
Quadratic Equation_2_58,x + sin(x) + 3,tensor(0.3498),-2.455290914359218
Quadratic Equation_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8bb0>>
Quadratic Equation_2_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b88b0>>
Quadratic Equation_2_61,exp(x) + 1,tensor(0.3411),-2.732662176997434
Quadratic Equation_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8040>>
Quadratic Equation_2_63,x/2,tensor(0.2874),-5.147050734349572
Quadratic Equation_2_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc190fa0>>
Quadratic Equation_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070d60>>
Quadratic Equation_2_66,x + tanh(x) + 3,tensor(0.3510),-2.419591659026224
Quadratic Equation_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc105fd0>>
Quadratic Equation_2_68,x**3*asin(x),tensor(0.2991),-4.493707804639421
Quadratic Equation_2_69,4*x + 3,tensor(0.3120),-3.863808744049768
Quadratic Equation_2_70,x + 5 + 1/x,tensor(0.1614),-26.015275712913187
Quadratic Equation_2_71,x*(4*x + 1),tensor(0.3201),-3.5135063505333903
Quadratic Equation_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec131640>>
Quadratic Equation_2_73,tanh(x)**2,tensor(0.2987),-4.51149931369234
Quadratic Equation_2_74,x**3 + 2*x,tensor(0.2685),-6.419917583131231
Quadratic Equation_2_75,8*x**3,tensor(0.2467),-8.327982943835956
Quadratic Equation_2_76,x + exp(x) + 3,tensor(0.3776),-1.7168691823169961
Quadratic Equation_2_77,x + sin(x) + 1,tensor(0.2977),-4.564702994651811
Quadratic Equation_2_78,sin(x)**2,tensor(0.2998),-4.456102961683167
Quadratic Equation_2_79,-sinh(x),tensor(0.3006),-4.41445324053202
Quadratic Equation_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0b4040>>
Quadratic Equation_2_81,4 - x,tensor(0.4589),-0.3906674979610829
Quadratic Equation_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a07f0>>
Quadratic Equation_2_83,x + exp(x),tensor(0.3002),-4.4341980096247005
Quadratic Equation_2_84,1/(3*x),tensor(0.2465),-8.348822850947316
Quadratic Equation_2_85,x + sinh(x),tensor(0.2731),-6.0814213764224805
Quadratic Equation_2_86,x*(asinh(x) + 1),tensor(0.2914),-4.911416599724572
Quadratic Equation_2_87,exp(3*x + 3),tensor(0.0269),-1307.4883189635823
Quadratic Equation_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bfb50>>
Quadratic Equation_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bf940>>
Quadratic Equation_2_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49d250>>
Quadratic Equation_2_91,log(2*x),tensor(0.),0
Quadratic Equation_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec038be0>>
Quadratic Equation_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1b2610>>
Quadratic Equation_2_94,x + acos(x),tensor(0.3397),-2.7782366867237305
Quadratic Equation_2_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1b2700>>
Quadratic Equation_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1a4ca0>>
Quadratic Equation_2_97,x*(x**5 + x + 5),tensor(0.2559),-7.456701116089924
Quadratic Equation_2_98,tanh(x) + 1,tensor(0.3100),-3.9554442767013605
Quadratic Equation_2_99,-5*log(cos(x)),tensor(0.3202),-3.5082492419684845
Quadratic Equation_2_100,x**2,tensor(0.3017),-4.359611987065281
Quadratic Equation_2_101,-2*cosh(x + 1),tensor(0.2260),-10.735213592263836
Quadratic Equation_2_102,x*(x + x*log(3)),tensor(0.3129),-3.823276683699672
Quadratic Equation_2_103,x + cos(x) + 2,tensor(0.3615),-2.1197144824089844
Quadratic Equation_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f5c0a3b20>>
Quadratic Equation_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0edeb0>>
Quadratic Equation_2_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0ed970>>
Quadratic Equation_2_107,6*x + 3,tensor(0.2813),-5.527767836106491
Quadratic Equation_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8ee0>>
Quadratic Equation_2_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b89d0>>
Quadratic Equation_2_110,(x + 2)*exp(x),tensor(0.3167),-3.656512347323188
Quadratic Equation_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc105070>>
Quadratic Equation_2_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc105640>>
Quadratic Equation_2_113,x - tan(x),tensor(0.2941),-4.762419018894311
Quadratic Equation_2_114,3 - x,tensor(0.4097),-1.0751777187445368
Quadratic Equation_2_115,x + sin(x) + 5,tensor(0.4010),-1.2312396655694857
Quadratic Equation_2_116,asin(x) + 2,tensor(0.3338),-2.98291196525722
Quadratic Equation_2_117,exp(2),tensor(0.),0
Quadratic Equation_2_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49db80>>
Quadratic Equation_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49d460>>
Quadratic Equation_2_120,-exp(x)/2,tensor(0.2808),-5.562546680528598
Quadratic Equation_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0370>>
Quadratic Equation_2_122,x + 4,tensor(0.4003),-1.2446448139880113
Quadratic Equation_2_123,1/cosh(x),tensor(0.3149),-3.7320468263250124
Quadratic Equation_2_124,x + exp(3),tensor(0.1783),-20.22472785257995
Quadratic Equation_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0edfd0>>
Quadratic Equation_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec16e790>>
Quadratic Equation_2_127,1/(x*acos(x)),tensor(0.1976),-15.499151799152528
Quadratic Equation_3_0,1/(x + 5),tensor(0.2974),-4.58333182096645
Quadratic Equation_3_1,x**2 + x*sin(4),tensor(0.3085),-4.025603191477548
Quadratic Equation_3_2,-x + exp(x),tensor(0.3244),-3.337316607241834
Quadratic Equation_3_3,x + cosh(2*x),tensor(0.3338),-2.983651504077149
Quadratic Equation_3_4,x*cos(x + 1),tensor(0.2813),-5.528336140475227
Quadratic Equation_3_5,x**2 + x + cosh(x),tensor(0.3242),-3.3459092705675255
Quadratic Equation_3_6,exp(x) + 2,tensor(0.3724),-1.8400863021469323
Quadratic Equation_3_7,x*asin(x),tensor(0.3034),-4.270092445786055
Quadratic Equation_3_8,x**2 + x*cos(x),tensor(0.2949),-4.7150418623302475
Quadratic Equation_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c12f040>>
Quadratic Equation_3_10,x**2*(x + sin(x)),tensor(0.2815),-5.51298172875886
Quadratic Equation_3_11,25*x**5,tensor(0.1928),-16.532979606612145
Quadratic Equation_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0b4370>>
Quadratic Equation_3_13,x*acos(x),tensor(0.2680),-6.4619907265907335
Quadratic Equation_3_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8c70>>
Quadratic Equation_3_15,x + cos(x) + 1,tensor(0.3309),-3.0892227839018593
Quadratic Equation_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0b4a30>>
Quadratic Equation_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0b4ee0>>
Quadratic Equation_3_18,x**3 + 2,tensor(0.3424),-2.689450146580855
Quadratic Equation_3_19,x*(x**2 - x),tensor(0.2772),-5.800313390629376
Quadratic Equation_3_20,zoo,tensor(0.),0
Quadratic Equation_3_21,x**2 + x*exp(x),tensor(0.2989),-4.500588458639301
Quadratic Equation_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f5c0a3ac0>>
Quadratic Equation_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d9ca0>>
Quadratic Equation_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a0160>>
Quadratic Equation_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a0460>>
Quadratic Equation_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5a0e20>>
Quadratic Equation_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c12f7c0>>
Quadratic Equation_3_28,sin(x) + acosh(x),tensor(0.),0
Quadratic Equation_3_29,3*tanh(x),tensor(0.2694),-6.357212096714446
Quadratic Equation_3_30,sin(x) + cosh(x),tensor(0.3148),-3.7363565244239805
Quadratic Equation_3_31,x + sin(x) + 2,tensor(0.3228),-3.3993268505676566
Quadratic Equation_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0bfd60>>
Quadratic Equation_3_33,x**2*(x + 5),tensor(0.3344),-2.961838782437724
Quadratic Equation_3_34,x**2*(x + cos(x)),tensor(0.2931),-4.818207450507551
Quadratic Equation_3_35,sin(x - 4),tensor(0.3142),-3.764915287279086
Quadratic Equation_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49df40>>
Quadratic Equation_3_37,cos(x) + 5,tensor(0.4886),-0.09531614333609117
Quadratic Equation_3_38,5 - 2*x,tensor(0.5573),0.368753625912536
Quadratic Equation_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104880>>
Quadratic Equation_3_40,x*(x + 4),tensor(0.2628),-6.870448336853389
Quadratic Equation_3_41,x + E,tensor(0.3587),-2.1957935163399482
Quadratic Equation_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104d60>>
Quadratic Equation_3_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104250>>
Quadratic Equation_3_44,x**3/(x + 2),tensor(0.2867),-5.191979395597207
Quadratic Equation_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1047f0>>
Quadratic Equation_3_46,4/tan(x),tensor(0.0480),-392.0591503210433
Quadratic Equation_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2fe310>>
Quadratic Equation_3_48,tanh(x)**2,tensor(0.2987),-4.51149931369234
Quadratic Equation_3_49,4*sinh(x),tensor(0.2523),-7.785697495701173
Quadratic Equation_3_50,cosh(x) + 1,tensor(0.3590),-2.188750906111908
Quadratic Equation_3_51,x**2 + x + 1,tensor(0.3186),-3.5732103795546246
Quadratic Equation_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc190220>>
Quadratic Equation_3_53,x*(x + sin(x)),tensor(0.3109),-3.914597388478586
Quadratic Equation_3_54,x + acos(x),tensor(0.3397),-2.7782366867237305
Quadratic Equation_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc190970>>
Quadratic Equation_3_56,x*(x - 1) + 2,tensor(0.3824),-1.6087928570593144
Quadratic Equation_3_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49dd60>>
Quadratic Equation_3_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49d9a0>>
Quadratic Equation_3_59,x + sin(x) + 5,tensor(0.4010),-1.2312396655694857
Quadratic Equation_3_60,x*(x + 5),tensor(0.2533),-7.6940526678484975
Quadratic Equation_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5b8f10>>
Quadratic Equation_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070040>>
Quadratic Equation_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070d90>>
Quadratic Equation_3_64,x**3,tensor(0.2864),-5.209167167523472
Quadratic Equation_3_65,1,tensor(0.),0
Quadratic Equation_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070e20>>
Quadratic Equation_3_67,sin(x + 5),tensor(0.2708),-6.253434901119149
Quadratic Equation_3_68,tanh(x + 2),tensor(0.3165),-3.6657530979572375
Quadratic Equation_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2fe070>>
Quadratic Equation_3_70,x*(x + 1),tensor(0.2922),-4.869783928383459
Quadratic Equation_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d93a0>>
Quadratic Equation_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0ca0>>
Quadratic Equation_3_73,2*x*exp(x),tensor(0.2854),-5.2678249941047195
Quadratic Equation_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0edf10>>
Quadratic Equation_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c12f550>>
Quadratic Equation_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c12f850>>
Quadratic Equation_3_77,5*x,tensor(0.2472),-8.275788367510359
Quadratic Equation_3_78,x + 3*sin(x),tensor(0.2587),-7.213667757913402
Quadratic Equation_3_79,1/sin(x),tensor(0.1499),-31.175255140654684
Quadratic Equation_3_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104910>>
Quadratic Equation_3_81,x + cosh(5),tensor(0.0426),-504.64305177389883
Quadratic Equation_3_82,4 + 1/x,tensor(0.1613),-26.03995588954106
Quadratic Equation_3_83,x*(x*exp(x) + x),tensor(0.3077),-4.059965558631745
Quadratic Equation_3_84,x + 2*cosh(x),tensor(0.3490),-2.478790246842759
Quadratic Equation_3_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0ed130>>
Quadratic Equation_3_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec123b50>>
Quadratic Equation_3_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec123970>>
Quadratic Equation_3_88,2*cosh(x),tensor(0.3662),-1.9955460550018893
Quadratic Equation_3_89,-atanh(x),tensor(0.3033),-4.278525352314873
Quadratic Equation_3_90,cosh(x)**2,tensor(0.3339),-2.9800943531793487
Quadratic Equation_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d9370>>
Quadratic Equation_3_92,cos(x) + sinh(x),tensor(0.3021),-4.338663242241445
Quadratic Equation_3_93,x**2 + x + 1,tensor(0.3186),-3.5732103795546246
Quadratic Equation_3_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0430>>
Quadratic Equation_3_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0d00>>
Quadratic Equation_3_96,x**2/3 - 2*x,tensor(0.3108),-3.9158643797890536
Quadratic Equation_3_97,1/(2*x),tensor(0.2168),-12.049249088174983
Quadratic Equation_3_98,1/sin(x),tensor(0.1499),-31.175255140654684
Quadratic Equation_3_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac49d700>>
Quadratic Equation_3_100,x - log(x - 1),tensor(0.),0
Quadratic Equation_3_101,4*x**2 + 4,tensor(0.4810),-0.1645723410993991
Quadratic Equation_3_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104b50>>
Quadratic Equation_3_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104e50>>
Quadratic Equation_3_104,x*(x + cos(x) + 1),tensor(0.2852),-5.281316530775194
Quadratic Equation_3_105,sin(4)*cosh(x),tensor(0.2698),-6.32610974636275
Quadratic Equation_3_106,1,tensor(0.),0
Quadratic Equation_3_107,-2*log(cos(x)),tensor(0.3029),-4.294770138173743
Quadratic Equation_3_108,x + x*log(4),tensor(0.2706),-6.265382842765139
Quadratic Equation_3_109,x**2 + x + 1,tensor(0.3186),-3.5732103795546246
Quadratic Equation_3_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070880>>
Quadratic Equation_3_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3d6d30>>
Quadratic Equation_3_112,x*sin(2)/2,tensor(0.2878),-5.12359538950888
Quadratic Equation_3_113,2*x*sin(x),tensor(0.3099),-3.960761251958572
Quadratic Equation_3_114,x**2*(x - 1),tensor(0.2772),-5.800313390629376
Quadratic Equation_3_115,x*(4*x + 2),tensor(0.3074),-4.0756442820313
Quadratic Equation_3_116,log(6/x),tensor(0.),0
Quadratic Equation_3_117,x + exp(x) + 5,tensor(0.4135),-1.012017670157105
Quadratic Equation_3_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0707c0>>
Quadratic Equation_3_119,x + tan(5),tensor(0.2191),-11.70315401788965
Quadratic Equation_3_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070cd0>>
Quadratic Equation_3_121,x*(x**3 + x),tensor(0.3078),-4.058200963647523
Quadratic Equation_3_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d97f0>>
Quadratic Equation_3_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1d9430>>
Quadratic Equation_3_124,x + cosh(x),tensor(0.3136),-3.7890547827870424
Quadratic Equation_3_125,x + 1/(x + 1),tensor(0.2444),-8.55447823151764
Quadratic Equation_3_126,sin(x) + cos(x),tensor(0.3043),-4.2263800938425025
