 Nguyen-2_0_0,2*asin(x) + atanh(x),tensor(0.4083),-1.0999443294539586
 Nguyen-2_2_42,x + tanh(4),tensor(0.5806),0.47800288642556776
 Nguyen-2_2_43,-3*x,tensor(0.2844),-5.334006571506277
 Nguyen-2_2_44,x**3 + 4*x,tensor(0.3543),-2.3214995939971503
 Nguyen-2_2_45,0,tensor(0.),0
 Nguyen-2_2_46,x*(x - log(cos(x))),tensor(0.5789),0.4708727763430387
 Nguyen-2_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c195850>>
 Nguyen-2_2_48,sin(x**2)**3,tensor(0.5035),0.027649070555778588
 Nguyen-2_2_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426490>>
 Nguyen-2_2_50,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_2_51,-x*exp(x),tensor(0.3457),-2.5822703823999293
 Nguyen-2_2_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0760>>
 Nguyen-2_2_53,x*(x**5 + x),tensor(0.5360),0.25086486306621014
 Nguyen-2_2_54,2*x**2*exp(x),tensor(0.6565),0.7263231613444243
 Nguyen-2_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0700>>
 Nguyen-2_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f02e0>>
 Nguyen-2_2_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f01f0>>
 Nguyen-2_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0ca0>>
 Nguyen-2_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0a60>>
 Nguyen-2_2_60,x*tan(4),tensor(0.5693),0.42756332207414727
 Nguyen-2_2_61,-1/x**2,tensor(0.0120),-6730.4512206581285
 Nguyen-2_2_62,2*x**2 + x,tensor(0.7168),0.8439069612587473
 Nguyen-2_2_63,2*x**2,tensor(0.5245),0.17817825485251748
 Nguyen-2_2_64,(2*x**3 + x)**2,tensor(0.3165),-3.665077130086658
 Nguyen-2_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426be0>>
 Nguyen-2_2_66,9*x + sin(x),tensor(0.1790),-20.042549500589388
 Nguyen-2_2_67,x**2 + 4*exp(x),tensor(0.1955),-15.923378535058351
 Nguyen-2_2_68,x**2 + x,tensor(0.6861),0.7905849521230726
 Nguyen-2_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a90e50>>
 Nguyen-2_2_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070a60>>
 Nguyen-2_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070850>>
 Nguyen-2_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0701c0>>
 Nguyen-2_2_73,-4*x*cos(x) + exp(x),tensor(0.3326),-3.0268143841155295
 Nguyen-2_2_74,x**2 + 3*log(x),tensor(0.),0
 Nguyen-2_2_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070f10>>
 Nguyen-2_2_76,x + 3,tensor(0.3075),-4.070791490636794
 Nguyen-2_2_77,x*exp(3),tensor(0.0907),-99.49490488549037
 Nguyen-2_2_78,2*x - tan(x),tensor(0.5365),0.2537703475275306
 Nguyen-2_2_79,2*x*(x + 2),tensor(0.4397),-0.6233513748480812
 Nguyen-2_2_80,8*x**2 + 2*x,tensor(0.2784),-5.715130384257032
 Nguyen-2_2_81,2*(x + 1)**2,tensor(0.3195),-3.5350987340396136
 Nguyen-2_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2a9a0>>
 Nguyen-2_2_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2a5b0>>
 Nguyen-2_2_84,(x + 3)**3,tensor(0.0344),-788.9524901991967
 Nguyen-2_2_85,x**3 + cos(x),tensor(0.5363),0.25265771332253373
 Nguyen-2_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec1b2040>>
 Nguyen-2_2_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de83f10>>
 Nguyen-2_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de83820>>
 Nguyen-2_2_89,-1,tensor(0.),0
 Nguyen-2_2_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2a670>>
 Nguyen-2_2_91,-4*x + 4*log(cos(x)),tensor(0.2323),-9.916415800583232
 Nguyen-2_2_92,5*x**6 + x,tensor(0.5769),0.4622301109564094
 Nguyen-2_2_93,4*x*sin(x) + x,tensor(0.5326),0.22966284285259653
 Nguyen-2_2_94,3*x/(x + 3),tensor(0.5254),0.184143532273907
 Nguyen-2_2_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070670>>
 Nguyen-2_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070310>>
 Nguyen-2_2_97,x*(2 - x),tensor(0.4565),-0.41699776844387015
 Nguyen-2_2_98,1,tensor(0.),0
 Nguyen-2_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1af0>>
 Nguyen-2_2_100,exp(2*x),tensor(0.4346),-0.6928485644290525
 Nguyen-2_2_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae10a0>>
 Nguyen-2_2_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1d00>>
 Nguyen-2_2_103,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0a90>>
 Nguyen-2_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0f70>>
 Nguyen-2_2_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0970>>
 Nguyen-2_2_107,9/x,tensor(0.0230),-1804.1967521799002
 Nguyen-2_2_108,-x,tensor(0.3965),-1.3166275642708767
 Nguyen-2_2_109,x*tan(x),tensor(0.5333),0.2340140937184133
 Nguyen-2_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12aaf0>>
 Nguyen-2_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426ee0>>
 Nguyen-2_2_112,log(3*x**4),tensor(0.2260),-10.732955384996835
 Nguyen-2_2_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0ac0>>
 Nguyen-2_2_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c120430>>
 Nguyen-2_2_115,4*log(2*x),tensor(0.),0
 Nguyen-2_2_116,5*x*(x + tan(x)),tensor(0.1872),-17.84510229280718
 Nguyen-2_2_117,9*x**6 + 6*x,tensor(0.2580),-7.269320223775718
 Nguyen-2_2_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c43d90>>
 Nguyen-2_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c195a30>>
 Nguyen-2_2_120,log(2),tensor(0.),0
 Nguyen-2_2_121,x*exp(2*x) + x,tensor(0.4604),-0.373288708785505
 Nguyen-2_2_122,-4*x**4 + 2*x,tensor(0.3352),-2.933660468942438
 Nguyen-2_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc73a0>>
 Nguyen-2_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de83550>>
 Nguyen-2_2_125,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_2_126,2*atan(x),tensor(0.5673),0.41816769175007806
 Nguyen-2_2_127,-2*x**2 - 2*x,tensor(0.2976),-4.572289888559747
 Nguyen-2_3_0,-x**2 + x,tensor(0.4621),-0.3544824768679369
 Nguyen-2_3_1,x*(-x + exp(x)),tensor(0.5971),0.5446163105721703
 Nguyen-2_3_2,3*x,tensor(0.4761),-0.21075846045111257
 Nguyen-2_3_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c048be0>>
 Nguyen-2_3_4,x/sin(2),tensor(0.5668),0.41582683422501965
 Nguyen-2_3_5,x*(3*x + 4),tensor(0.4294),-0.7653339138577171
 Nguyen-2_3_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104bb0>>
 Nguyen-2_3_7,x**2*(4 - x),tensor(0.3819),-1.6184010923590981
 Nguyen-2_3_8,(x**3 + x)**2,tensor(0.4863),-0.11616300993093542
 Nguyen-2_3_9,x*(x + atan(x)),tensor(0.5270),0.1941788261745715
 Nguyen-2_3_10,3*cosh(x),tensor(0.2569),-7.369066955657129
 Nguyen-2_3_11,3*cosh(x),tensor(0.2569),-7.369066955657129
 Nguyen-2_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4190>>
 Nguyen-2_3_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12ac70>>
 Nguyen-2_3_14,x*exp(4),tensor(0.0338),-814.1676851508349
 Nguyen-2_3_15,2*x**3 + 3*x,tensor(0.3805),-1.6516435351555132
 Nguyen-2_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9460>>
 Nguyen-2_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0ee0>>
 Nguyen-2_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0640>>
 Nguyen-2_3_19,x*(sin(x) - 2),tensor(0.3388),-2.8100230975964093
 Nguyen-2_3_20,x**4*(3*x + 3),tensor(0.6967),0.8105500434708983
 Nguyen-2_3_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a90130>>
 Nguyen-2_3_22,8*x**3 + x,tensor(0.2782),-5.7330621171154865
 Nguyen-2_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e39700>>
 Nguyen-2_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e390d0>>
 Nguyen-2_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e39220>>
 Nguyen-2_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e392b0>>
 Nguyen-2_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e39eb0>>
 Nguyen-2_3_28,sin(x) + 1,tensor(0.5701),0.4313227023397097
 Nguyen-2_3_29,1/log(2*x),tensor(0.),0
 Nguyen-2_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9fa0>>
 Nguyen-2_3_31,asinh(x)**2,tensor(0.5177),0.13202725456622932
 Nguyen-2_3_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc7970>>
 Nguyen-2_3_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc7f10>>
 Nguyen-2_3_34,3*x + 2,tensor(0.4095),-1.0791345378277635
 Nguyen-2_3_35,x**2*(x + 1),tensor(0.6235),0.63540476784599
 Nguyen-2_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2af40>>
 Nguyen-2_3_37,x - 1,tensor(0.3990),-1.2690059156083047
 Nguyen-2_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c120fd0>>
 Nguyen-2_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c120790>>
 Nguyen-2_3_40,sin(3*exp(x)),tensor(0.4397),-0.6235923025134291
 Nguyen-2_3_41,2*x + log(x**2),tensor(0.3080),-4.047587010212659
 Nguyen-2_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4d60>>
 Nguyen-2_3_43,log(x**4),tensor(0.1941),-16.239610317579917
 Nguyen-2_3_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4df0>>
 Nguyen-2_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a43a0>>
 Nguyen-2_3_46,2*exp(x),tensor(0.3864),-1.5211122635509597
 Nguyen-2_3_47,4/x,tensor(0.0505),-352.15151174059804
 Nguyen-2_3_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc070be0>>
 Nguyen-2_3_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c048550>>
 Nguyen-2_3_50,x*acosh(x) + x,tensor(0.),0
 Nguyen-2_3_51,4*x**4,tensor(0.4920),-0.06583213075831851
 Nguyen-2_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1610>>
 Nguyen-2_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae14c0>>
 Nguyen-2_3_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1a00>>
 Nguyen-2_3_55,-sin(x),tensor(0.4042),-1.1735966165666811
 Nguyen-2_3_56,3*log(x),tensor(0.),0
 Nguyen-2_3_57,x**2,tensor(0.5240),0.17513510863725734
 Nguyen-2_3_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426820>>
 Nguyen-2_3_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c048f70>>
 Nguyen-2_3_60,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0790>>
 Nguyen-2_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e4790>>
 Nguyen-2_3_63,sin(x)**3,tensor(0.5211),0.1551819323681759
 Nguyen-2_3_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0cd0>>
 Nguyen-2_3_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0070>>
 Nguyen-2_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0190>>
 Nguyen-2_3_67,3*x + 6,tensor(0.1735),-21.70047961615124
 Nguyen-2_3_68,5*x + sin(x),tensor(0.2865),-5.20372853397295
 Nguyen-2_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac0f0b50>>
 Nguyen-2_3_70,x**5 + exp(x),tensor(0.6022),0.5636879283334175
 Nguyen-2_3_71,x**2,tensor(0.5240),0.17513510863725734
 Nguyen-2_3_72,2*x*exp(2*x),tensor(0.2757),-5.89886561706091
 Nguyen-2_3_73,3*x**2,tensor(0.4809),-0.16491973583877595
 Nguyen-2_3_74,2*x + 1,tensor(0.6121),0.5984261996846925
 Nguyen-2_3_75,x**2*(x + 3),tensor(0.5507),0.33413991943235277
 Nguyen-2_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e396a0>>
 Nguyen-2_3_77,x - cos(x),tensor(0.4295),-0.7639061633804751
 Nguyen-2_3_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1370>>
 Nguyen-2_3_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e39610>>
 Nguyen-2_3_80,8*sin(x)**2,tensor(0.3120),-3.8642109270348195
 Nguyen-2_3_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12a640>>
 Nguyen-2_3_82,x*(2*x + 1),tensor(0.7168),0.8439069612587473
 Nguyen-2_3_83,2*x*log(5),tensor(0.4566),-0.4168383239409581
 Nguyen-2_3_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2a4f0>>
 Nguyen-2_3_85,sin(x) + 1/x,tensor(0.1736),-21.649991631413446
 Nguyen-2_3_86,(x + 1)/x,tensor(0.1731),-21.81046552400815
 Nguyen-2_3_87,2*x**2 - 2*x,tensor(0.3366),-2.8855013856227014
 Nguyen-2_3_88,-x*cos(x) + x,tensor(0.5082),0.06372544382242262
 Nguyen-2_3_89,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_3_90,2*x*asinh(x) + x,tensor(0.7241),0.8548921869765305
 Nguyen-2_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc7040>>
 Nguyen-2_3_92,-tan(x),tensor(0.3749),-1.7811948753493603
 Nguyen-2_3_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc7910>>
 Nguyen-2_3_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4280>>
 Nguyen-2_3_95,-atanh(x),tensor(0.3619),-2.1100589685717055
 Nguyen-2_3_96,x**2 + 1,tensor(0.4538),-0.44898983339309284
 Nguyen-2_3_97,x**2*(sin(x) + 4),tensor(0.4598),-0.38044111726803864
 Nguyen-2_3_98,x - sin(x),tensor(0.4896),-0.08669757371774844
 Nguyen-2_3_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1201f0>>
 Nguyen-2_3_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12a280>>
 Nguyen-2_3_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12aa60>>
 Nguyen-2_3_102,4*exp(x),tensor(0.2083),-13.442954181809768
 Nguyen-2_3_103,x**2 + 2*x + 2,tensor(0.3893),-1.460821864499319
 Nguyen-2_3_104,4*sin(x),tensor(0.4205),-0.8995324138627607
 Nguyen-2_3_105,x*(x**4 + x),tensor(0.5928),0.5281718484323402
 Nguyen-2_3_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0705b0>>
 Nguyen-2_3_107,2*x**2*sinh(3),tensor(0.1142),-59.18622009020899
 Nguyen-2_3_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104280>>
 Nguyen-2_3_109,tan(x)**3,tensor(0.5538),0.35105445255739176
 Nguyen-2_3_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426df0>>
 Nguyen-2_3_111,cos(2*x),tensor(0.4489),-0.5068701634101627
 Nguyen-2_3_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68ff1dc0>>
 Nguyen-2_3_113,x/(2 - x),tensor(0.5620),0.39247311472140434
 Nguyen-2_3_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e46d0>>
 Nguyen-2_3_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e4d30>>
 Nguyen-2_3_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0483d0>>
 Nguyen-2_3_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c048a00>>
 Nguyen-2_3_118,3*x + tan(x),tensor(0.3745),-1.7904531254344853
 Nguyen-2_3_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69335910>>
 Nguyen-2_3_120,x*(x**3 + x),tensor(0.5346),0.24226137067291187
 Nguyen-2_3_121,x + log(x**4),tensor(0.1956),-15.90875933980685
 Nguyen-2_3_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1c4280>>
 Nguyen-2_3_123,log(5/x),tensor(0.),0
 Nguyen-2_3_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0482b0>>
 Nguyen-2_3_125,exp(4)/x,tensor(0.0039),-66936.0364630358
 Nguyen-2_3_126,x*tan(5),tensor(0.2693),-6.3598571459689675
 Nguyen-2_3_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69335eb0>>
 Nguyen-2_4_0,3*x + exp(x)*cos(x),tensor(0.4371),-0.6589108659988541
 Nguyen-2_4_1,0,tensor(0.),0
 Nguyen-2_4_2,4*x*atan(x),tensor(0.4588),-0.39143917109341975
 Nguyen-2_4_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c159e50>>
 Nguyen-2_4_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60dc7a60>>
 Nguyen-2_4_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68ff1be0>>
 Nguyen-2_4_6,2*x**2*cosh(x),tensor(0.4977),-0.018513531100446512
 Nguyen-2_4_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4a60>>
 Nguyen-2_4_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a4940>>
 Nguyen-2_4_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e4100>>
 Nguyen-2_4_10,(4*x + 1)**3,tensor(0.0296),-1072.7202273602131
 Nguyen-2_4_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae13d0>>
 Nguyen-2_4_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1310>>
 Nguyen-2_4_13,2*x*cos(2),tensor(0.4092),-1.08471241211608
 Nguyen-2_4_14,x*exp(x),tensor(0.7708),0.911566259090506
 Nguyen-2_4_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc104640>>
 Nguyen-2_4_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426e80>>
 Nguyen-2_4_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426100>>
 Nguyen-2_4_18,8*x**2,tensor(0.2603),-7.072526742893544
 Nguyen-2_4_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69335820>>
 Nguyen-2_4_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69335e80>>
 Nguyen-2_4_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69335ac0>>
 Nguyen-2_4_22,x*cos(4*x),tensor(0.4117),-1.0418225843414541
 Nguyen-2_4_23,4*x + exp(x),tensor(0.3438),-2.6418739888515974
 Nguyen-2_4_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764262e0>>
 Nguyen-2_4_25,5*cosh(x),tensor(0.1679),-23.55602167076452
 Nguyen-2_4_26,x*(2*x + 3),tensor(0.5727),0.44314214640844796
 Nguyen-2_4_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76426280>>
 Nguyen-2_4_28,-x**2 + 2*x,tensor(0.4565),-0.4169977684438704
 Nguyen-2_4_29,x**3*cos(1),tensor(0.5124),0.09468025508834532
 Nguyen-2_4_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69d2a7f0>>
 Nguyen-2_4_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c432b0>>
 Nguyen-2_4_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12a040>>
 Nguyen-2_4_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12a6d0>>
 Nguyen-2_4_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e39cd0>>
 Nguyen-2_4_35,sinh(x)**2,tensor(0.5315),0.2227527181577893
 Nguyen-2_4_36,x*log(2*x**5) + x,tensor(0.),0
 Nguyen-2_4_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1205e0>>
 Nguyen-2_4_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c120250>>
 Nguyen-2_4_39,x*sin(1),tensor(0.5518),0.34003817876113573
 Nguyen-2_4_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c120af0>>
 Nguyen-2_4_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a49d0>>
 Nguyen-2_4_42,3*acos(x),tensor(0.1699),-22.87150461628142
