Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403df5e0>>
Absolute Value_2_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b17f0>>
Absolute Value_2_47,2*x*log(5),tensor(0.1559),-28.29908901938621
Absolute Value_2_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c760>>
Absolute Value_2_49,tan(x + 3),tensor(0.2064),-13.786599800564632
Absolute Value_2_50,x*(4*x + 3),tensor(0.1213),-51.46280285158643
Absolute Value_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727640>>
Absolute Value_2_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727a60>>
Absolute Value_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727d90>>
Absolute Value_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27197ac0>>
Absolute Value_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271972e0>>
Absolute Value_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271977c0>>
Absolute Value_2_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271974c0>>
Absolute Value_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06a970>>
Absolute Value_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06afd0>>
Absolute Value_2_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06a0a0>>
Absolute Value_2_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06a760>>
Absolute Value_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0640>>
Absolute Value_2_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0130>>
Absolute Value_2_64,x + cosh(x**2),tensor(0.1488),-31.72208022292149
Absolute Value_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0a6dc0>>
Absolute Value_2_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0a62b0>>
Absolute Value_2_67,-2*x**2 + 4*x,tensor(0.1518),-30.20167504379861
Absolute Value_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276f5610>>
Absolute Value_2_69,2*x**2 + 2,tensor(0.1086),-66.39327052011339
Absolute Value_2_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0880>>
Absolute Value_2_71,sin(x + 4)/3,tensor(0.2384),-9.20168438032864
Absolute Value_2_72,sin(x) - cosh(x),tensor(0.2957),-4.67326705824588
Absolute Value_2_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481773a0>>
Absolute Value_2_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767ebb0>>
Absolute Value_2_75,x**2/2,tensor(0.2048),-14.077692871286152
Absolute Value_2_76,sin(x + 5),tensor(0.2932),-4.811171306220113
Absolute Value_2_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0c33a0>>
Absolute Value_2_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767e760>>
Absolute Value_2_79,x*(x + sin(x)),tensor(0.1737),-21.619185160955066
Absolute Value_2_80,2*x - sin(x),tensor(0.1991),-15.191018612761553
Absolute Value_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1c8250>>
Absolute Value_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6790>>
Absolute Value_2_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6220>>
Absolute Value_2_84,x**3 + sin(x),tensor(0.1905),-17.051040340955595
Absolute Value_2_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3670>>
Absolute Value_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f33a0>>
Absolute Value_2_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3cd0>>
Absolute Value_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f35e0>>
Absolute Value_2_89,-1/(4*x),tensor(0.0138),-5116.197861536769
Absolute Value_2_90,exp(x + 1),tensor(0.0924),-95.45898304719961
Absolute Value_2_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3730>>
Absolute Value_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3370>>
Absolute Value_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3580>>
Absolute Value_2_94,4*log(x**3),tensor(0.),0
Absolute Value_2_95,x**2*atan(2*x),tensor(0.2054),-13.965061963844727
Absolute Value_2_96,13*x,tensor(0.0651),-205.19251229917631
Absolute Value_2_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c65b0>>
Absolute Value_2_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3a90>>
Absolute Value_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3190>>
Absolute Value_2_100,cosh(x) + 2,tensor(0.0997),-80.60544020381735
Absolute Value_2_101,x*(x*asinh(x) + x),tensor(0.1872),-17.84422289435529
Absolute Value_2_102,2*x - sin(x),tensor(0.1991),-15.191018612761553
Absolute Value_2_103,tan(x),tensor(0.1952),-16.005981428975122
Absolute Value_2_104,x**2 + 4*x + 1,tensor(0.1165),-56.54497516591392
Absolute Value_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27197430>>
Absolute Value_2_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276f5250>>
Absolute Value_2_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0e4bb0>>
Absolute Value_2_108,asin(x**2 + 1),tensor(0.),0
Absolute Value_2_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b10a0>>
Absolute Value_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06aaf0>>
Absolute Value_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06ac10>>
Absolute Value_2_112,exp(x)/4,tensor(0.1937),-16.320642815678664
Absolute Value_2_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0be0>>
Absolute Value_2_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0220>>
Absolute Value_2_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a02e0>>
Absolute Value_2_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0280>>
Absolute Value_2_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0cd0>>
Absolute Value_2_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0820>>
Absolute Value_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158c10>>
Absolute Value_2_120,4*x**2 + 5*x,tensor(0.1055),-70.85683323166307
Absolute Value_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b1340>>
Absolute Value_2_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941582e0>>
Absolute Value_2_123,3*sin(x),tensor(0.1657),-24.355661746824847
Absolute Value_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158e50>>
Absolute Value_2_125,x*acos(x) + x,tensor(0.1801),-19.719937711756288
Absolute Value_2_126,-sin(x),tensor(0.2234),-11.08619177073644
Absolute Value_2_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158760>>
Absolute Value_3_0,345*x**6,tensor(0.0060),-27613.136143701602
Absolute Value_3_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403dfa60>>
Absolute Value_3_2,x*log(2)**5 + 2*x,tensor(0.1770),-20.632089328821923
Absolute Value_3_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0835b0>>
Absolute Value_3_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06aeb0>>
Absolute Value_3_5,5*x*acos(x),tensor(0.0950),-89.64796285592168
Absolute Value_3_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0400>>
Absolute Value_3_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0490>>
Absolute Value_3_8,x + 6,tensor(0.0666),-195.289020420563
Absolute Value_3_9,9*x**2,tensor(0.0921),-96.13606348186005
Absolute Value_3_10,(x**2 + x)**3,tensor(0.1453),-33.60896831554644
Absolute Value_3_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727a90>>
Absolute Value_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c4c0>>
Absolute Value_3_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2754b3a0>>
Absolute Value_3_14,exp(x**4)/2,tensor(0.1761),-20.89606676599536
Absolute Value_3_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6340>>
Absolute Value_3_16,3*x**4 + 2*x,tensor(0.1531),-29.577098943321328
Absolute Value_3_17,4*x + sin(x),tensor(0.1283),-45.123741137140186
Absolute Value_3_18,x**5/5,tensor(0.2164),-12.11772047481361
Absolute Value_3_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48177c70>>
Absolute Value_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18ee20>>
Absolute Value_3_21,x + (x + 3)**3,tensor(0.0157),-3916.251524130827
Absolute Value_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0c3520>>
Absolute Value_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0c3160>>
Absolute Value_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a37c0>>
Absolute Value_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3fa0>>
Absolute Value_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3460>>
Absolute Value_3_27,x*log(x + 1),tensor(0.1817),-19.271758350160265
Absolute Value_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18e730>>
Absolute Value_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18ec40>>
Absolute Value_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1e2ac0>>
Absolute Value_3_31,tan(x/3),tensor(0.2127),-12.698192106509504
Absolute Value_3_32,x*acos(x) + x,tensor(0.1801),-19.719937711756288
Absolute Value_3_33,x + tan(x**2),tensor(0.1776),-20.443100530965403
Absolute Value_3_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158220>>
Absolute Value_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1e2b50>>
Absolute Value_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1e20a0>>
Absolute Value_3_37,exp(x + 3),tensor(0.0196),-2498.8307791094744
Absolute Value_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060c70>>
Absolute Value_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060f40>>
Absolute Value_3_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060730>>
Absolute Value_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060a60>>
Absolute Value_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060df0>>
Absolute Value_3_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060340>>
Absolute Value_3_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060be0>>
Absolute Value_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0608e0>>
Absolute Value_3_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060a90>>
Absolute Value_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060880>>
Absolute Value_3_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060070>>
Absolute Value_3_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060fa0>>
Absolute Value_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060fd0>>
Absolute Value_3_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0603d0>>
Absolute Value_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0608b0>>
Absolute Value_3_53,x**2*sin(x + 5),tensor(0.2335),-9.78080217530291
Absolute Value_3_54,x*(x + Abs(x)),tensor(0.1848),-18.467167365761274
Absolute Value_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158310>>
Absolute Value_3_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158d30>>
Absolute Value_3_57,x*(2 - x),tensor(0.1934),-16.39077941013182
Absolute Value_3_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276fc5e0>>
Absolute Value_3_59,-3*x/4,tensor(0.2232),-11.115787738786887
Absolute Value_3_60,exp(x + 5),tensor(0.0029),-120476.04972453638
Absolute Value_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48177460>>
Absolute Value_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27197310>>
Absolute Value_3_63,2*x + exp(5),tensor(0.0038),-68349.41668040828
Absolute Value_3_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0e48e0>>
Absolute Value_3_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0e4670>>
Absolute Value_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94158af0>>
Absolute Value_3_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941581f0>>
Absolute Value_3_68,3*cosh(x)/2,tensor(0.1315),-42.64182370518142
Absolute Value_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060d30>>
Absolute Value_3_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1c8ee0>>
Absolute Value_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a36a0>>
Absolute Value_3_72,x + 1/(x**2 + x),tensor(0.0011),-758914.1437178506
Absolute Value_3_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3b80>>
Absolute Value_3_74,sin(2*x),tensor(0.1944),-16.16268885828661
Absolute Value_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27505d00>>
Absolute Value_3_76,2*x**7/7,tensor(0.2162),-12.140089618395894
Absolute Value_3_77,x*tanh(2),tensor(0.2017),-14.670227445998838
Absolute Value_3_78,sin(x)**3,tensor(0.2114),-12.921963183576617
Absolute Value_3_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06a070>>
Absolute Value_3_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c6be0>>
Absolute Value_3_81,x/(x**5 + x),tensor(0.1647),-24.734605619567215
Absolute Value_3_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27745580>>
Absolute Value_3_83,x*(x + 5) + x,tensor(0.1108),-63.43099376991238
Absolute Value_3_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09c460>>
Absolute Value_3_85,0,tensor(0.),0
Absolute Value_3_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09c160>>
Absolute Value_3_87,2*x + sinh(x),tensor(0.1581),-27.35696090182529
Absolute Value_3_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3160>>
Absolute Value_3_89,log(x + 4),tensor(0.1433),-34.71288840164534
Absolute Value_3_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0100>>
Absolute Value_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18ec70>>
Absolute Value_3_92,2*x**5,tensor(0.2019),-14.617684857026484
Absolute Value_3_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d271c62b0>>
Absolute Value_3_94,x*log(x**2),tensor(0.2198),-11.600149412551964
Absolute Value_3_95,x**2 - x + sin(x),tensor(0.1936),-16.343485211294833
Absolute Value_3_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a33d0>>
Absolute Value_3_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27197550>>
Absolute Value_3_98,x/(x + 1/2),tensor(0.0044),-52164.29306152861
Absolute Value_3_99,x + sin(x) + 2,tensor(0.1179),-54.970028136239875
Absolute Value_3_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2754bc40>>
Absolute Value_3_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767ecd0>>
Absolute Value_3_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48177760>>
