 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_2_20,1 - x,tensor(0.1454),-33.52720921547183
 Nguyen-5_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb190>>
 Nguyen-5_2_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bbb50>>
 Nguyen-5_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb040>>
 Nguyen-5_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532ac0>>
 Nguyen-5_2_25,x*sin(1),tensor(0.2834),-5.394735368824947
 Nguyen-5_2_26,x*acos(x)**2,tensor(0.1519),-30.192468941904973
 Nguyen-5_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528038610>>
 Nguyen-5_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ba3d0>>
 Nguyen-5_2_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1eaee0>>
 Nguyen-5_2_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099a60>>
 Nguyen-5_2_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099f70>>
 Nguyen-5_2_32,2*x + cos(2),tensor(0.2940),-4.768207206567567
 Nguyen-5_2_33,3*x,tensor(0.1941),-16.24249411462376
 Nguyen-5_2_34,(x + sin(x))**2,tensor(0.1323),-42.00063626772428
 Nguyen-5_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ef100>>
 Nguyen-5_2_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053e820>>
 Nguyen-5_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053e370>>
 Nguyen-5_2_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080becd0>>
 Nguyen-5_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080bedf0>>
 Nguyen-5_2_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080beb50>>
 Nguyen-5_2_41,x*(x + sin(x)),tensor(0.1755),-21.084821851566645
 Nguyen-5_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be310>>
 Nguyen-5_2_43,-tan(x + 4),tensor(0.0378),-646.7349948995446
 Nguyen-5_2_44,2*acosh(x),tensor(0.),0
 Nguyen-5_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532160>>
 Nguyen-5_2_46,x*(x + atanh(x)),tensor(0.1558),-28.3665216845602
 Nguyen-5_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc067c10>>
 Nguyen-5_2_48,sin(3*x),tensor(0.2703),-6.28956218641377
 Nguyen-5_2_49,x*atanh(2),tensor(0.),0
 Nguyen-5_2_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803b490>>
 Nguyen-5_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803b9d0>>
 Nguyen-5_2_52,x*(x + sin(2*x)),tensor(0.1646),-24.765749234500195
 Nguyen-5_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dc910>>
 Nguyen-5_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dcca0>>
 Nguyen-5_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dc7f0>>
 Nguyen-5_2_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dccd0>>
 Nguyen-5_2_57,x**2 + 1,tensor(0.1387),-37.5445296332317
 Nguyen-5_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053e3a0>>
 Nguyen-5_2_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053eac0>>
 Nguyen-5_2_60,log(x) + 5,tensor(0.),0
 Nguyen-5_2_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053e640>>
 Nguyen-5_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a76d0>>
 Nguyen-5_2_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7370>>
 Nguyen-5_2_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e340>>
 Nguyen-5_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811eeb0>>
 Nguyen-5_2_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e6a0>>
 Nguyen-5_2_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811ed30>>
 Nguyen-5_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e280>>
 Nguyen-5_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e880>>
 Nguyen-5_2_70,x**2*sin(5),tensor(0.3199),-3.5217786796362054
 Nguyen-5_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099460>>
 Nguyen-5_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880991c0>>
 Nguyen-5_2_73,x*(x + cos(3)),tensor(0.1805),-19.6179318250056
 Nguyen-5_2_74,-x**2,tensor(0.3220),-3.432431826814539
 Nguyen-5_2_75,log(x/4),tensor(0.),0
 Nguyen-5_2_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e160>>
 Nguyen-5_2_77,x**3 + 2,tensor(0.1159),-57.23691974902129
 Nguyen-5_2_78,x*atanh(2*x),tensor(0.),0
 Nguyen-5_2_79,sin(x)**9,tensor(0.2649),-6.7006038017900345
 Nguyen-5_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ef940>>
 Nguyen-5_2_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816d670>>
 Nguyen-5_2_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03ccbe0>>
 Nguyen-5_2_83,x**6/32,tensor(0.2613),-6.992445693435967
 Nguyen-5_2_84,2*cosh(x),tensor(0.1025),-75.70349550558646
 Nguyen-5_2_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05abbe0>>
 Nguyen-5_2_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b60a0>>
 Nguyen-5_2_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b64c0>>
 Nguyen-5_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cca30>>
 Nguyen-5_2_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1ea220>>
 Nguyen-5_2_90,2*x + tan(x),tensor(0.1814),-19.366753053090815
 Nguyen-5_2_91,x**2*tan(1),tensor(0.1872),-17.845923448948945
 Nguyen-5_2_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bbf10>>
 Nguyen-5_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb550>>
 Nguyen-5_2_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb7f0>>
 Nguyen-5_2_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb580>>
 Nguyen-5_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bb8b0>>
 Nguyen-5_2_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680e3250>>
 Nguyen-5_2_98,-x**2,tensor(0.3220),-3.432431826814539
 Nguyen-5_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1ea670>>
 Nguyen-5_2_100,x*(x + exp(2)),tensor(0.0880),-106.33612945041195
 Nguyen-5_2_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528038a30>>
 Nguyen-5_2_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528038520>>
 Nguyen-5_2_103,x*cos(2),tensor(0.2414),-8.878214509069045
 Nguyen-5_2_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280380d0>>
 Nguyen-5_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05abc40>>
 Nguyen-5_2_106,x**3 + cos(1),tensor(0.2022),-14.576260703816505
 Nguyen-5_2_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1eadf0>>
 Nguyen-5_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816d400>>
 Nguyen-5_2_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816d610>>
 Nguyen-5_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816dd30>>
 Nguyen-5_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc520>>
 Nguyen-5_2_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc160>>
 Nguyen-5_2_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cce20>>
 Nguyen-5_2_114,x**3 + 3*x,tensor(0.1686),-23.319038248411765
 Nguyen-5_2_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05320d0>>
 Nguyen-5_2_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532fa0>>
 Nguyen-5_2_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532730>>
 Nguyen-5_2_118,-x**2,tensor(0.3220),-3.432431826814539
 Nguyen-5_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b6040>>
 Nguyen-5_2_120,x*(x + exp(3)),tensor(0.0332),-848.3497427227962
 Nguyen-5_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab490>>
 Nguyen-5_2_122,4*x - cos(x),tensor(0.1663),-24.116584786489685
 Nguyen-5_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dc190>>
 Nguyen-5_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481bbb80>>
 Nguyen-5_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e052c8b0>>
 Nguyen-5_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc1f0>>
 Nguyen-5_2_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc460>>
 Nguyen-5_3_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680ed250>>
 Nguyen-5_3_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680ed340>>
 Nguyen-5_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56810f640>>
 Nguyen-5_3_3,(x + 1)*exp(x),tensor(0.1269),-46.357627591741085
 Nguyen-5_3_4,sqrt(x) + x + exp(x),tensor(0.),0
 Nguyen-5_3_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dcaf0>>
 Nguyen-5_3_6,x*acosh(x) - 2*x + acosh(x),tensor(0.),0
 Nguyen-5_3_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50807b580>>
 Nguyen-5_3_8,x**6/6,tensor(0.2578),-7.289589481716002
 Nguyen-5_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50807b520>>
 Nguyen-5_3_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50807bf10>>
 Nguyen-5_3_11,x + 2*atanh(x),tensor(0.1548),-28.791012836207635
 Nguyen-5_3_12,x*(x + cos(x)),tensor(0.2219),-11.302351248827353
 Nguyen-5_3_13,cosh(x + 2),tensor(0.0654),-203.39348377594175
 Nguyen-5_3_14,x*(3*x + 5),tensor(0.1099),-64.57277421308052
 Nguyen-5_3_15,x*atanh(x),tensor(0.1876),-17.740897655416706
 Nguyen-5_3_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7e50>>
 Nguyen-5_3_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880b39d0>>
 Nguyen-5_3_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568193250>>
 Nguyen-5_3_19,sin(x + 1),tensor(0.1867),-17.9639663486981
 Nguyen-5_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055b7c0>>
 Nguyen-5_3_21,(1 - x)*log(x),tensor(0.),0
 Nguyen-5_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099520>>
 Nguyen-5_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816d520>>
 Nguyen-5_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803be50>>
 Nguyen-5_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803bdf0>>
 Nguyen-5_3_26,x + cos(3*x),tensor(0.2441),-8.5874975003725
 Nguyen-5_3_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680e3370>>
 Nguyen-5_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0740220>>
 Nguyen-5_3_29,sqrt(x) + x**3,tensor(0.),0
 Nguyen-5_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532af0>>
 Nguyen-5_3_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532910>>
 Nguyen-5_3_32,exp(x + 2),tensor(0.0367),-686.947419928284
 Nguyen-5_3_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0532f70>>
 Nguyen-5_3_34,2*x*exp(x),tensor(0.1571),-27.781051714933024
 Nguyen-5_3_35,sqrt(x) + exp(x),tensor(0.),0
 Nguyen-5_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0740370>>
 Nguyen-5_3_37,sinh(x + 5),tensor(0.0040),-60661.363000148885
 Nguyen-5_3_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc0675e0>>
 Nguyen-5_3_39,x*(x + 1) + x,tensor(0.2063),-13.79317499847297
 Nguyen-5_3_40,4*x + 7/2,tensor(0.0768),-143.44630500102684
 Nguyen-5_3_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ef5e0>>
 Nguyen-5_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281babb0>>
 Nguyen-5_3_43,x*asin(x),tensor(0.2015),-14.695473224544216
 Nguyen-5_3_44,x**4 + 2,tensor(0.1070),-68.6435191898348
 Nguyen-5_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bd610>>
 Nguyen-5_3_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bd340>>
 Nguyen-5_3_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bd730>>
 Nguyen-5_3_48,x**3*(x + cos(x)),tensor(0.2366),-9.405806037139598
 Nguyen-5_3_49,x + tan(5),tensor(0.1403),-36.55337285742441
 Nguyen-5_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280438e0>>
 Nguyen-5_3_51,x**3*exp(x),tensor(0.2332),-9.813168914746973
 Nguyen-5_3_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e052cc40>>
 Nguyen-5_3_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b6220>>
 Nguyen-5_3_54,exp(x + 3),tensor(0.0145),-4623.922956500452
 Nguyen-5_3_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58803b940>>
 Nguyen-5_3_56,x*(x**2 + 3) + x,tensor(0.1376),-38.30281198270047
 Nguyen-5_3_57,x*log(2)**2,tensor(0.2793),-5.656082563022466
 Nguyen-5_3_58,x + sinh(sqrt(x)),tensor(0.),0
 Nguyen-5_3_59,x**2/(x + 1),tensor(0.0379),-643.8414355822931
 Nguyen-5_3_60,x*(x*cos(1) + x),tensor(0.1879),-17.68975529354507
 Nguyen-5_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7e20>>
 Nguyen-5_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06d1130>>
 Nguyen-5_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c5e50>>
 Nguyen-5_3_64,2*x + 5,tensor(0.0619),-228.84944783512017
 Nguyen-5_3_65,x**2*(x + exp(x)),tensor(0.2010),-14.80654544979868
 Nguyen-5_3_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e7f0>>
 Nguyen-5_3_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e4f0>>
 Nguyen-5_3_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e0a0>>
 Nguyen-5_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e730>>
 Nguyen-5_3_70,log(2*x**2),tensor(0.1669),-23.91999274824163
 Nguyen-5_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081c0760>>
 Nguyen-5_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081c0a00>>
 Nguyen-5_3_73,(1 - x)/x,tensor(0.0263),-1369.9824103919975
 Nguyen-5_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50807b400>>
 Nguyen-5_3_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508178a60>>
 Nguyen-5_3_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a0790>>
 Nguyen-5_3_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a0bb0>>
 Nguyen-5_3_78,5*sqrt(x),tensor(0.),0
 Nguyen-5_3_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880b3af0>>
 Nguyen-5_3_80,exp(x + 5),tensor(0.0020),-240884.54699828266
 Nguyen-5_3_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a0040>>
 Nguyen-5_3_82,(x + 1)**2,tensor(0.1402),-36.62888071987481
 Nguyen-5_3_83,sqrt(x) + 3*x,tensor(0.),0
 Nguyen-5_3_84,2*x**2 - 3*x,tensor(0.1161),-56.999700479431475
 Nguyen-5_3_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880b36d0>>
 Nguyen-5_3_86,-x*cos(x) + 2*x,tensor(0.2748),-5.9630889809778544
 Nguyen-5_3_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b03d0>>
 Nguyen-5_3_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099a00>>
 Nguyen-5_3_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508178e80>>
 Nguyen-5_3_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e053ec40>>
 Nguyen-5_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528038850>>
 Nguyen-5_3_92,tan(x),tensor(0.2743),-5.9990423451224295
 Nguyen-5_3_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816db20>>
 Nguyen-5_3_94,-log(cos(x)) + sin(x),tensor(0.2466),-8.334520549839015
 Nguyen-5_3_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055b880>>
 Nguyen-5_3_96,log(x + 4),tensor(0.1405),-36.41845935690315
 Nguyen-5_3_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c5c70>>
 Nguyen-5_3_98,sqrt(x + 2),tensor(0.1400),-36.75811752940214
 Nguyen-5_3_99,x**3*(x*cos(x) + x),tensor(0.2061),-13.835870820497995
 Nguyen-5_3_100,3*x - tan(x),tensor(0.2587),-7.2083524977526245
 Nguyen-5_3_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e460>>
 Nguyen-5_3_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc067eb0>>
 Nguyen-5_3_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc0671c0>>
 Nguyen-5_3_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080bea60>>
 Nguyen-5_3_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be760>>
 Nguyen-5_3_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52810da00>>
 Nguyen-5_3_107,cos(x)/x,tensor(0.0264),-1359.9734791770009
 Nguyen-5_3_108,x**2 + x + 10,tensor(0.0336),-827.372336688638
 Nguyen-5_3_109,2*x + tan(x),tensor(0.1814),-19.366753053090815
 Nguyen-5_3_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811ebe0>>
 Nguyen-5_3_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568124fd0>>
